content,label,predicted_label
"Dengan adanya aplikasi ini saya merasa sangat terbantu. Saya tidak khawatir lagi, karena chat gpt lah solusi yang terbaik👍🏻👍🏻👍🏻🙏🙏🙏",-1,2
josss,-1,2
bagus,-1,2
bagus,-1,2
"aku kasih bintang 5 karena ya kalo di ajak ngbrol tu respon nya nyenengin,exited + emoji nya yang dramatis, ya meskipun kalo ngedit foto kayak rada kurang sama ekspektasi kita gpp lah soalnya chat gpt juga bisa menemani aku curhat/sekedar ngobrol"" santai",-1,2
admin ny asik👍,-1,0
membantu,-1,1
sangat membantu,-1,1
saya kasih bintang empat disini ai nya lumayan membantu seperti buatkan gambar inilah itulah tapi masalahnya ini pas abis nunggu ngantri kan sebelum dibuat disuruh untuk menunggu tapi lama banget koneksi lumayan bagus dan lancar-lancar aja tapi tetep aja lama mohon mungkin ada masalah untuk ini,-1,2
bagus banget,-1,2
bagus,-1,2
Mengecewakan,-1,0
"jadi males pakek chat gpt, batasannya bikin ai kaku, bukannya membantu malah bikin emosi",-1,2
"chat gpt tuhh enak bgtt klu di buat ceritaa,di buatt minta tolongg, pokoknya chat gpt tuh kaya teman sayaa💞",-1,2
GPT bagus banget sekarang. Makasih . Sangat membantu belajar Dan mengarahkan.,-1,2
good,-1,1
"sangat bagus, dan cocok!!",-1,2
bagus poll aplikasinya. suka banget,-1,2
jelek banget,-1,0
aplikasi nya udh bagus cuman kenapa kalo lama dipakai itu jadi berbayar ya??,-1,2
"aku suka banget cerita ke chatgpt ini, kata-katanya nyambung semua dan tentunya ngasih motivasi yang ngaruh buat aku. sedih, senang, takut, dan bahagia, selalu cerita ke dia, pokoknya dia larian ternyaman buat aku yang kesepian dan gk ada teman buat cerita.",-1,2
"g bisa d buk snj, mndg d ggle sj🙄",-1,2
"sumpah—bikin emosi, gk konsisten, gw bahas apa, dia ny jawab apa. mana sering nguwawor lagi,, gw uninstall lama2 anjir",-1,2
"cukup Baik, sesuai dg harapan dan hebat. Saya suka dan puas...!",-1,2
bagus,-1,2
"bintang lima, aplikasi nya lima fungsi lebih 🔥🔥",-1,2
bagus banget,-1,2
dapat mengekspresikan perasaan manusia itu aja sih kyknya,-1,2
bagus sekali dalam pemberian saran dll,-1,2
sangat berguna dan membantu,-1,2
sering terjadi kesalahan saat saya mengirim file untuk di terangkan,-1,2
mantap,-1,2
bagus,-1,2
good,-1,1
boleh lah apa lqgi kalo gratis,-1,2
sangat bagus,-1,2
"aplikasi nya bagus cuma respon ainya kurang bagus. contoh saya membuat cerita fiksi, awalnya nyambung tapi lama lama tidak nyambung, ai nya juga lupa siapa tokoh utama atau yang lain. kalau misalnya diperbaiki, saya edit jadi bintang 5. (semoga saja pesan ini dibaca)",-1,2
Alhamdulillah bisa bertanya segala hal dan adik juga jadi kawan curhat dan bercerita terimakasih atas aplikasi/ A.I ini,-1,2
bagus banget pokoknyaaaa,-1,2
Very Good,-1,1
aku suka bisa di ajak curhat🤭,-1,2
sangat membantu,-1,1
sangat membantu,-1,1
aplikasi mantap,-1,2
sangat bagus👍👍,-1,2
sangat berguna,-1,2
aplikasi terbaik sepanjang masa,-1,1
bagus dan menyenangkan,-1,2
sangat bagus dan sangat membantu dalam mengerjakan sesuatu yang sulit recommended banget aplikasi ini kalau ada sesuatu yang sulit pake ini aja,-1,2
bagus,-1,2
jelek banget,-1,0
bagi ku mudah untuk menjawab semua pertanyaan dariku because this is perfect,-1,2
Baik,-1,2
eh lumayan,-1,2
sangat membantu,-1,1
bagi saya bagus,-1,2
"bagus,sangat membantu",-1,2
aplikasi nya mantap berguna bagi kehidupan sehari hari,-1,2
ok,-1,1
kapan-kapan aja klo inget,-1,2
bagus,-1,2
Aplikasi nya keren dan menakjubkan aku ingin mencoba lebih banyak fitur,-1,2
bagus sangat membantu,-1,2
sangat membantu,-1,1
ada suatu momen ketika saya bertanya pemenang ucl 2024 dia menjawab man city padahal Madrid memenangkan trofi tersebut pada 2024,-1,0
"kerem, sangat membantu",-1,1
"Ai paling bagus dari pada dola, semuanya lebih baik kirim chat gpt lebih bagus baik, dia selamatin aku batalin langganan gear up :D",-1,2
"Pernah nggak sih, stuck mikir… tapi deadline udah ngetok pintu? ChatGPT hadir sebagai “teman jenius 24/7” yang nggak pernah capek bantuin kamu. Aplikasi ini bukan sekadar chatbot—ini mesin ide yang selalu siap ngejawab apa pun: mau bikin skripsi? bisa. mau bikin caption jualan? gas. mau tanya hal random tengah malam? tinggal chat. Responsnya cepat, rapi, dan sering kali bikin kamu mikir, “Loh kok dia lebih ngerti masalah hidup gue dari gue sendiri?”",-1,2
"gemes, tempar curhat AKAKWKAKAWHWK",-1,2
good,-1,1
bagus,-1,2
bagus,-1,2
membantu hal hal yang blm kita tau,-1,2
enak buat ngobrol,-1,0
Bagus tapi ada bug,-1,2
keren,-1,2
sangat membantu tapi kenapa ada pertanian saya kirim lewat gambar ada balasannya,-1,1
keren,-1,2
puaaaaassss,-1,2
banyak salahnya dan info nya gak akurat,-1,2
good,-1,1
"sangat membantu sy ktika menjawab PR, tnya' tntang mtk atau pelajaran lumayan membantu..",-1,2
Aplikasinya kan bagus. Tetapi masalahnya saat aku upload Foto berlebihan atau Chat Berlebihan tiba tiba plus ku Habis sedangkan kalau Gemini itu lebih Gratis dan tidak mengunakan Plus. Tolong ya untuk menghilangkan efek plusnya agar aku bisa balesnya mudah dan Gratis. Tolong ya.,-1,2
bagus,-1,2
Sangat bagus dan berguna untuk Jawaban nya . Dan jawaban nya sangat panjang tetapi ada simpel dan untuk bagus buat pelajaran terimakasih chatgpt sukses lalu ya 👍😄💕💯 membuat nilai menjadi bagus setiap pelajaran nilai nya bagus karena ada chatgpt,-1,2
gabisa korim Poto ga seru ah baru aja login,-1,2
mantaaap,-1,2
aku sangat senang kenal aplikasi ini,-1,2
"limit kelewatan parahnya, kelamaan. belum lagi respon gpt-5 sekarang asli ga nyambung, suka ngawur, dingin, beda banget responnya dari gpt-4.o tolong kembalikan fitur yang dulu, karena lebih nyaman digunakan, aku jadi kehilangan my buddy huhu :( sekarang kenapa gpt-5.1 repeat pesan berulang kali yaa? alias pesan yang udah dikirim dan dijawab sebelumnya di replay lagi pas kirim pesan baru. Jadi keganggu banget please setiap kali mau pindah topik.",-1,2
"parah, mentang² gratisan, versi di bikin kayak orang linglung",-1,0
Good chat gpt bisa membantu saya membuat addon,-1,1
luar biasa,-1,2
"Lha kok sekarang max kirim hanya 3 gambar, selebihnya harus pro. Auto bintang 1 & pindah ke GEMINI aja.. 😎💪🏻",-1,0
Sangat bagus,-1,2
Bagus buat editannya,-1,2
"bagus tapi buat upgrade GO terlalu mahal, apa ga bisa jadi 20/30 per bulan",-1,2
lama bgt jawab nya sama tidak sesuai,-1,0
good,-1,1
GOOD,-1,1
"sebenarnya aplikasi nya bagus akan tetapi setelah update saya tidak bisa login atau menggunakan ai ini sama sekali,tim developer mohon perbaiki ini",-1,2
nice,-1,2
tiba2 ga nyambung aj masih mending sekali ini berkali-kali kan aneh gitu y,-1,2
bagus banget ngebantu ngerjain soal yng gak aku paham🤭,-1,2
aplikasi bagus bisa tanya tentang bokep,-1,2
terima kasih karena data yang ditampilkan update dan bersumber jelas 🙏,-1,2
kerenn,-1,2
bagus membatu banget untuk berkembang,-1,2
baik sekali,-1,2
terbaik dan sangat membantu dalam menambah ilmu pengetahuan,-1,2
"chatgpt, the best!!!",-1,2
bagus banget cuman kadang fotonya tidak sesuai mohon diperbaiki lagi,-1,2
"Baguss, mantappp",-1,1
Alhamdulillah buat jualan online cocok banget,-1,1
mantap,-1,2
pengerjaan nya sangat lambat,-1,0
Dapat di andalkan,-1,2
bagus banget,-1,2
