review,rating,app
untuk fitur nya cukup lumayan...,5,Meta AI
mudah untuk belajar bagi penguna fesbuk pemula,5,Meta AI
baik,4,Meta AI
baik,5,Meta AI
aflikasi sangat bagus,5,Meta AI
Harus bijaksana dan adil dulu baru kasih bintang lima🙏,4,Meta AI
sekarang udah ga bisa lihat vid yang kita like.. tolong diperbaiki lagi,1,Meta AI
dasbhor Mode profesional hilang,3,Meta AI
sangat bgus,5,Meta AI
terbaik 👍💯,5,Meta AI
mantap,5,Meta AI
selama 2 minggu aplikasi ini semakin sulit di gunakan .. 100% rakyat bertanya tanya wahai fesbuk yg gk ada tutup nya !!,5,Meta AI
aku paling suka,5,Meta AI
bagus bisa mengembangkan konten sy,5,Meta AI
mantap,5,Meta AI
good,5,Meta AI
tadi siang ga bisa bikin akun,2,Meta AI
ok,5,Meta AI
keren,5,Meta AI
sangat buruk,1,Meta AI
mantap,5,Meta AI
best,5,Meta AI
sangatt bagus,5,Meta AI
"facebook kagak ngucapin ulang tahub ke gue,,",3,Meta AI
pesbook,2,Meta AI
Bagus sekali FB nya,5,Meta AI
fb pro,3,Meta AI
Okey,5,Meta AI
login susah kali,2,Meta AI
mantaffff,5,Meta AI
lamanya proses mendowlod,1,Meta AI
bagus di gunakan untuk akun game,4,Meta AI
mantapppp,5,Meta AI
Facebook baik' tergantung pada penggunanya,5,Meta AI
sangat bagus,5,Meta AI
APLIKASI GA LAYAK PAKAI BANYAK BUG KETIKA MAU LOGIN HAPUS AJA APK INI DARI PLAY STORE,1,Meta AI
saya bagi 4 karna kemarin saya kirim cerita nda bisa terkirim,4,Meta AI
terbaik,5,Meta AI
"untuk fitur grup nya,tidak mau loading,tolong segera diperbaiki",3,Meta AI
mantap,4,Meta AI
amazing,5,Meta AI
bagus,5,Meta AI
bagus banget bisa menghasilkan cuan dari aplikasi Facebook,5,Meta AI
Fb bagus,5,Meta AI
sangat membantu,5,Meta AI
"fb saya sekarang ngak bisa menjadwalkan sttus, kenapa yaaa 🥺",5,Meta AI
bagus,5,Meta AI
"galeri,TDK bisa d ungah,gelap TDK bisa buat story' bnr2 bikin kesal",1,Meta AI
cinta sjati,5,Meta AI
👍🏻👍🏻👍🏻,5,Meta AI
sangat baik,5,Meta AI
susah sekali masuk /login kembali setelah logout,1,Meta AI
mantap,5,Meta AI
Good,5,Meta AI
mantap,5,Meta AI
al hamdulilah,5,Meta AI
"Bila algoritma dan monetisasi sudah saya terima,bisa saja saya memberi bintang 5 hehe",4,Meta AI
okeee,4,Meta AI
sangat baik,5,Meta AI
sangat menghibur dan berguna,5,Meta AI
sangat memuaskan,5,Meta AI
sangat bermanfaat sekali,5,Meta AI
bagus cuma jangan terlalu cepat upgrade apk nya,5,Meta AI
Alhamdulillah I like it,5,Meta AI
aku sekedar tau tentang fb ini,5,Meta AI
Sangat bagus,5,Meta AI
aplikasi bagus,5,Meta AI
lumayan buat seru seruan,5,Meta AI
best,5,Meta AI
"saya tidak sengaja berlangganan,tlong gimana caranya refund uang,karena itu uang kantor",1,Meta AI
sangat cocok,5,Meta AI
mantap,5,Meta AI
sangat baik dan mudah berkomunikasi,5,Meta AI
bagus,5,Meta AI
bagus sih cuma yaaaah...gitu aja,4,Meta AI
ini kenapa saya tidak bisa buat akun sih tolong dong aplikasi jelek,1,Meta AI
bgus,5,Meta AI
siap ndan 😊😊,5,Meta AI
sangat bagus,5,Meta AI
Saya minta tolong di hapus blokir komennya di facebook supaya saya bisa berkomentar lagi sama lancarkan postingan saya terima kasih.,5,Meta AI
my dreams come true,5,Meta AI
ok,5,Meta AI
lanjut,5,Meta AI
puas,2,Meta AI
Aplikasi yg sangat BAGUSS,5,Meta AI
facebook makin lama makin aneh saja sikit iklan sikit iklan lama lama gua hapus aja ni facebook,1,Meta AI
good,5,Meta AI
nice,5,Meta AI
tida bsa uplod relll,1,Meta AI
apk-nya bagus tapi terkadang ada video yang gak bisa di upload. gak tau kenapa?,3,Meta AI
semoga setelah kasih bintang 5 jangkauan ku meningkatkan,5,Meta AI
bagus sekali,5,Meta AI
luar biasa,5,Meta AI
Saya sangat puas,5,Meta AI
bagus,5,Meta AI
mantap!!,4,Meta AI
notif sesi habis sangat mengganggu,1,Meta AI
iya,5,Meta AI
"mohon bantuannya dari pihak FB,,setiap kali ingin mengganti kata sandi akun FB,pasti selalu nge bug,,harus dari pusat aku. segalalah,jadi tolong kerjasama nya kak,jangan d persulit,itu bisa menyebabkan orang lain kehilangan akun Facebook🙏🏻",2,Meta AI
mantap,5,Meta AI
😍🥰,5,Meta AI
Aplikasi sosmed tebaik sejak dulu,5,Meta AI
banyak iklan di dalam vidio..ga ngotak iklan nya mengganggu,1,Meta AI
sangat bagus,5,Meta AI
aplikasi yang mantap dan bagus,5,Meta AI
tolong untuk permintaan meseeger bisa di buka biar biar bisa balas chat seseorang,5,Meta AI
terima kasih,5,Meta AI
ner,2,Meta AI
marketplace tidak ada,1,Meta AI
gak bisa siaran langsung,1,Meta AI
bugs,5,Meta AI
bagus,3,Meta AI
mantap,5,Meta AI
emng kaga ad lawan,5,Meta AI
", setelah instal susah banget bukanya, anehhh",3,Meta AI
mantap,5,Meta AI
"saya tidak bisa login akun game saya yang saya kaitkan di Facebook, dan itu mempersulit saya",3,Meta AI
msh perlu perbaikkan.,3,Meta AI
"alhamdulillah sangat membantu saya dari keterpurukan soal ke uangaan,kini saya dafet gajih di fb ,trimakasih fb walaupun blm banyak tetap di syukuri.semoga ke depan nya gajih nya bertambah🤲🥰",5,Meta AI
saya sangat puas,5,Meta AI
BANYAK IKAN JUDOL!!!!,1,Meta AI
maantaf,5,Meta AI
baguss,5,Meta AI
pertama sy kenal facebook 2018 bgus tdk ada pembaharuan tdk seperti kmn sekarang curi file katapun ada kacau org pun ada kacau facebook pun ada makanya malas pakai facebook malaysia.,3,Meta AI
"mantap dan baik di gunakan masukan saya tambahkan fitur"" yang memungkinkan penggunak lebih gampang untuk menggunakan Facebook.",5,Meta AI
lumayan Baguss,5,Meta AI
nillep uang buat iklan di tilep,1,Meta AI
mantap,5,Meta AI
sangat membantu sekali,5,Meta AI
terbaik iye,5,Meta AI
gk suka penampilan baru,3,Meta AI
knp gk buaa dibuka,5,Meta AI
good,5,Meta AI
"tidak bisa di buka dari semalam hingga hari ini 😞😞applikasinya,apakah sistem mulai error",3,Meta AI
mntap,4,Meta AI
"ya allah Tolong kembalikan dana sy, saldo di akun GOPAY sy sudah terpotong 2 bulan berturut turut 122.000 per bulan sepertinya sy tidak sengaja kepencet fitur langganannya ,sy mohon kembalikan uang sy karna sy sangat membutuhkan nya",2,Meta AI
sangat mudah digunakan,5,Meta AI
good,4,Meta AI
posting video panjang sekarang terbagi jadi berapa bagian. padahal dah di off rells pengaturannya. seharusnya terpisah rells dan video panjang. bikin susah. hapus satu persatu makan waktu,2,Meta AI
ok,5,Meta AI
semoga facebookpro semakin maju,5,Meta AI
inofative and insfirative.,5,Meta AI
bagus,5,Meta AI
good,5,Meta AI
gak bagus,1,Meta AI
sangat bermanfaat dan menghasilkan uang,5,Meta AI
Bagus,5,Meta AI
sangat puas,5,Meta AI
apk yg bagus memuaskan,5,Meta AI
perfect,5,Meta AI
fecebook luar biasa mantap,5,Meta AI
sangat puas,5,Meta AI
mudah di gunakan,2,Meta AI
sangat indah,3,Meta AI
mantap,5,Meta AI
mantap,3,Meta AI
pelayan Sangat Baik,5,Meta AI
Luar biasa membantu!,5,Meta AI
matap😀,5,Meta AI
top,5,Meta AI
terbaik,5,Meta AI
mantap puas,4,Meta AI
bagus,5,Meta AI
"notifikasi muncul tiba tiba padahal lagi main,memang aplikasi setan",1,Meta AI
bagus,5,Meta AI
keren 😂,2,Meta AI
ok,5,Meta AI
Hebat menakjubkan,5,Meta AI
sangat bagus,5,Meta AI
setiap bikin akun terblokir terus Mau nya apa sihlu,1,Meta AI
terimakasih atas partisipasinya,5,Meta AI
trimakasih,5,Meta AI
Sangat cocok bagus,5,Meta AI
Baik,5,Meta AI
sangat bgus,4,Meta AI
buat hiburan / Menambah wawasan dan belajar .,5,Meta AI
keren,5,Meta AI
baik bagus jos,5,Meta AI
keren Facebook semakin maju dan ramai cepat mengetahui informasi.,5,Meta AI
👌,5,Meta AI
👍👍👍👍👍,5,Meta AI
ok,5,Meta AI
mantaf,5,Meta AI
kenapa setelah di update. akun sya tidak bisa menerima bintang,5,Meta AI
seru,5,Meta AI
Valen yg terbaik,5,Meta AI
saya dapat informasi yang menarik,1,Meta AI
memuaskan,5,Meta AI
Facebook aplikasi yang sangat baik dan Positif untuk kalangan Creator digital sekarang yang sangat membantu kami dalam mengekspor tentang keseharian dan info2 dari masyarakat pokonya sangat bagus dan rekomende,5,Meta AI
sangat membantu,5,Meta AI
terbaik,5,Meta AI
busuk. masa buka marketplace harus punya KTP. apa gak boleh kita yang belum umur atau yang belum punya KTP beli apa jual di marketplace,1,Meta AI
"keamanan Facebook sekarang payah dikit kena pelanggaran aneh banget, gak bisa login disuruh verifikasi wajah siapa juga ya mau kayak pinjol aja ajg!! kesal gw ajg!!",5,Meta AI
mantap kali,5,Meta AI
fiturnya ngadi² bgt,4,Meta AI
tidak bisa membuka profil pengguna lain,1,Meta AI
mantap 👍,5,Meta AI
kurang menarik,1,Meta AI
ok,5,Meta AI
mohon untuk iklan perjudian segera di tindak lanjuti,5,Meta AI
luar biasa,5,Meta AI
kereeennn bangettt,5,Meta AI
ok,5,Meta AI
baik,5,Meta AI
ok,4,Meta AI
👍💯,5,Meta AI
keren ringan,5,Meta AI
oke mantap,5,Meta AI
sangat membantu dan bagus,5,Meta AI
"Dengan alpikasi ini sangat bagus Bisa dpt impormasi dri saudara dan teman""lama",5,Meta AI
",👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",5,Meta AI
wah apk Facebook sangat sangat menghibur sekali ohh ya bagaimana cara mengakses kembali akun email lama saya coba dong buat fitur cara mengakses kembali akun email lama dan juga jngn di persulit langkah langkah nya mohon bantuannya terima kasih,4,Meta AI
terbaik,4,Meta AI
sangat bagus aku harap ke depan nya lebih menarik lagi🙏,5,Meta AI
sangat menarik,5,Meta AI
keren,5,Meta AI
saya suka,5,Meta AI
kamu terbaik,5,Meta AI
bagus,5,Meta AI
ok,2,Meta AI
terimakasih,5,Meta AI
siippp,2,Meta AI
suka lemot kadang bagus,5,Meta AI
terbaek,5,Meta AI
slalu menampilkan yg terbaik 😀😀👌🏽👌🏽👍🏽👍🏽,5,Meta AI
"fitur pencarian FB sekarang sangat jelek, sangat-sangat jelek, dulu kita bisa searching foto lama kita dengan ketik kata pas post dulu. sekarang malah gak bisa muncul sama sekali. saya sangat tidak suka dengan FB sekarang, banyak masalahnya, banyak hal-hal seperti fitur pencarian malah dihilangkan, dipersulit.",1,Meta AI
update malah jd aneh. cari grup yg udah gabung ga ketemu. tampilannya kocak.,1,Meta AI
baik,5,Meta AI
kena pembatasan lama bg,4,Meta AI
"setelah update postingan ngak bisa di jadwalkan,apa emang versi terbaru seperti itu?",3,Meta AI
sangat baik,5,Meta AI
👍👍👍,5,Meta AI
sangat menarik,5,Meta AI
"fitur marketplace malah ilang, gabisa di akses",3,Meta AI
punya saya fiturnya kurang lengkap min,5,Meta AI
aplikasi yang sangat bagus,5,Meta AI
bgus🫶😍,5,Meta AI
aplikasi ini komunitas grup seperti game dan anime yang menarik kasih bintang 5,5,Meta AI
cool,5,Meta AI
happy,5,Meta AI
lumayan,3,Meta AI
keren,5,Meta AI
sangat puas,5,Meta AI
terbaik,5,Meta AI
mantap,5,Meta AI
ada apa dengan apk ini kenapa saya tidak dapat login ke Facebook ada ada saja kelakuan kelien wa gak bisa dibuka skrg Facebook jug gak bisa di buka ahhh ada ada saja kerjaan kelian,1,Meta AI
mantap,5,Meta AI
menambah ispirasi,5,Meta AI
oke,5,Meta AI
hiburan,5,Meta AI
sangat baik untuk segala hal darimulai penyimpanan kenangan keseharian bahkan penghasilan,5,Meta AI
"kenapa ya akun saya setelah gabung di Facebook profesional akun saya jadi tidak berkembang,padahal saya gabung sudah lama dalam program ini,tapi meta tidak pernah memberikan undangan monetisasi konten, sementara akun yang baru bergabung dimode propesional ko cepat banget diundang monetisasi konten,sungguh sangat buruk sistem meta ini",1,Meta AI
bagus,5,Meta AI
Bagi saya facebook merupakan media sosial yang sangat bermanfaat.,5,Meta AI
bagus sekali,5,Meta AI
good,4,Meta AI
Sangat Berguna banher,5,Meta AI
lumayan bagus aplikasinya,3,Meta AI
sangat bagus,5,Meta AI
Bagus,5,Meta AI
ok,5,Meta AI
smoga bisa lebih bermanfaat untuk publik untuk meningkatkan kreatifitas edukasi dan pengetahuan ilmu digital di zaman sekarang ini yang serba zaman digital sukses untuku dan untuk semua publik pengguna Facebook terima kasih,5,Meta AI
baik,4,Meta AI
is the best ❤️,5,Meta AI
mantap,5,Meta AI
"fitur baru setelah update, monetisasi dollar yang didapatkan serung bug dan penerimaan gaji dari monetisasi selalu lambat.",3,Meta AI
Bgus,5,Meta AI
hari ini Facebook saya kasih 5 bintang tolong MK saya dolarnya pulih seperti dahulu.sekarang sudah susah menempel dolar dan terimakasih,5,Meta AI
Bintang 1 aja.. Facebook nya jelek burik,1,Meta AI
apk media terbaik bisa memperbanyak teman dan menjaga tali silaturrahmi,5,Meta AI
"halo saya senang menggunakan Facebook pro,tp kenapa akun iklan saya di nonaktifkan soalnya saya tidak tahu alasan nya",3,Meta AI
👍👍👍👍,5,Meta AI
oke Pak,5,Meta AI
baik sekali,5,Meta AI
Please Facebook Blokir Iklan Judi/gambling berkedok Gameplay atau sedang memainkan game lain seperti Mobile Legend atau game populer lainnya. Iklan Judi sangat mengganggu....!!!,3,Meta AI
keren bengett,5,Meta AI
ok,5,Meta AI
bagus,1,Meta AI
suka,5,Meta AI
Nice.. Like it.. Thank you Facebook,5,Meta AI
hebat menarik memuaskan,5,Meta AI
bagus,5,Meta AI
"teruntuk developer Facebook, tolong backsound dari postingan gambarnya tidak dibatasi agar para kreator Facebook mendapatkan kecocokan musik yang Pas dan tolong jangan terlalu memperberatkan tugas mingguan kreator Facebook yang masih pemula seperti harus dapat followers dalam jumlah waktu tertentu karena tidak semua orang ingin memfollow nya,jika jumlah postingan masih okelah karena bisa rajin posting tapi kalau sudah tugas untuk mendapatkan followers maka itu yang terlalu sulit",4,Meta AI
bagus,5,Meta AI
ok............,5,Meta AI
ok,5,Meta AI
luar biasa,5,Meta AI
"pembaruan sekarang menjengkelkan, mending no hp yg tertera masih aktif, kalau sdh GK aktif lagi kayak mana bisa login, no hp sama sandi nya sdh pas, malah GK bisa masuk, malah disuruh ig, sedangkan ig nya sdh lupa akun nya, makin lama, makin ribet",1,Meta AI
Bagus sekali aplikasi nya,4,Meta AI
sangat bagus,5,Meta AI
Aplikasi busuk pencuri data wajah dengan dalih memastikan orang,1,Meta AI
bagus,5,Meta AI
sial banget buka akun facebook pake hape lain malah di kunci lamalama facebook tidak relefan suka kunci akunya orang,1,Meta AI
koneksi fb sangat buruk sekali tidak bisa buka gambar tapi buat youtube lancar tanpa kendala kocak,1,Meta AI
"facebook sangat membantu mencari, menyimpan, dan mengingatkan. bahkan sudah banyak yang mendapatkan gajih dari hasil konten2 yg di posting. semoga menggunakan facebook lebih mudah di baca oleh meta",5,Meta AI
postingan bagus dan informatif....,3,Meta AI
habis update tampilan jadi gk enak,1,Meta AI
bagus,5,Meta AI
bagus banget,5,Meta AI
Woy amazing,5,Meta AI
sangat puas,5,Meta AI
ok,5,Meta AI
bintang 3 dulu,3,Meta AI
trimakasih,5,Meta AI
sangat berguna untuk informasi,4,Meta AI
"SARANG PENIPU BEREAKSI, MEMAKAI FOTO ORANG!!! SARANG PENIPU JUAL BARANG!!!",1,Meta AI
sangat baik,5,Meta AI
tidak bisa siaran langsung,1,Meta AI
buat nonton vidio muter muter mulu .padahal jaringan 5g.auyo bintang 1,1,Meta AI
ok baik,5,Meta AI
sangat bagus dan bermanfaat,5,Meta AI
terbaik,4,Meta AI
maaf saya kasih Bintang 2 aja karena FB saya kena sesi Mulu setiap hari males:),2,Meta AI
bagus dn informasinya cepat dan akurat,5,Meta AI
semoga saya sukses di fb pro ini,5,Meta AI
cukup bagus,4,Meta AI
mantap,5,Meta AI
mantap ketua,5,Meta AI
bagus,5,Meta AI
sangat membantu.,5,Meta AI
mantap 👍,5,Meta AI
"The app is bad, lots of bugs, like an idiot, I'm really annoyed, the app always has bugs, my ml account is gone",1,Meta AI
yah,5,Meta AI
ga jelas iklan nya judi online dan pinjol semua padahal udh di laporin Masi juga nongol,1,Meta AI
real,5,Meta AI
"Bagus, cmn kdg bikin kesal suka tiba2 disruh keluar trus msuk lagi",4,Meta AI
Keren,5,Meta AI
Sangat bagus,5,Meta AI
istimewa,5,Meta AI
oke,5,Meta AI
top,5,Meta AI
super👍,5,Meta AI
"FB sekarang kok nggak bisa buat penjadwalan posting kenapa yah, apa sudah kebanyakan peraturan FB sekarang ini",1,Meta AI
👍,5,Meta AI
cukup baik,5,Meta AI
"Alhamdulillah, dari aplikasi ini bisa dapat cuan tiap bulan",5,Meta AI
mantap sangat membNtu,5,Meta AI
info nya kurang akurat,5,Meta AI
bagus dan bermanfaat,5,Meta AI
mantap,5,Meta AI
sangat mantap,5,Meta AI
BAGUS,5,Meta AI
sangat bagus,5,Meta AI
sangat bagus,5,Meta AI
mntap,5,Meta AI
baik,5,Meta AI
elor trs setiap x update 😏 notif gk mau nongol padahal penting bagi gw. heran dah.,1,Meta AI
bagus,5,Meta AI
sy akan menggunakan aplikasi ini,5,Meta AI
mantap dan manpat,5,Meta AI
jos tenan,5,Meta AI
Bagus,5,Meta AI
"rekomendasi banget buat saya agar fb berkembang, selamat mencoba",5,Meta AI
alham dulillah,5,Meta AI
sangan bagus dan membantu,5,Meta AI
terbaik 😍,5,Meta AI
good,5,Meta AI
luar biasa,5,Meta AI
"untuk developer tolong dong di perbaiki kenapa akhir akhir ini kenapa Facebook tidak bisa di gunakan untuk login game, mana hanya Facebook yang di gunakan untuk login, akun google gak di tautkan , terpaksa bikin akun baru padahal di akun game yang loginnya pakai Facebook sudah banyak skin",4,Meta AI
luar biasa,5,Meta AI
mantap,5,Meta AI
aplikasi ini terbaik,5,Meta AI
"saya sangat kecewa ,kenapa facebook menonaktifkan akun saya dan istri saya dengan alasan yang saya sendiri tak pernah lakukan?",1,Meta AI
3 bintang aja ya meta,3,Meta AI
"Tolong kasih tau Apa sebabnya menonaktifkan akin fb saya tolong aktifkan kembali akun saya,saya tidak punya salah, hanya orang lain yg spam saya Tampa sebar.",1,Meta AI
aku senang semogaa beri aku kesempatan agar semua orang like dan support banyak foto dan video ku.,5,Meta AI
s'llu terbaik bikin s'llu senang is the best s'llu FB,5,Meta AI
keren mantaf,5,Meta AI
ok,5,Meta AI
"dollar dikurangin alasan bonnus? bonus ga dapat penayangan tinggi, dollar kecil hadehhh kalah sama snackvideo dan YouTube 👎 , Facebook ga bisa menghargai hasil kerja keras para konten kreator",1,Meta AI
bagus,4,Meta AI
"Tolong perbaiki kembai tombol like, komen, dan share nya.",2,Meta AI
tingkatkan kualitas Facebook,5,Meta AI
"sangat ber manfa,at",5,Meta AI
Kok ane nggak bisa download app facebook,5,Meta AI
ok,5,Meta AI
bagus,5,Meta AI
sangat manpaat. zzz,5,Meta AI
baik,4,Meta AI
bagus,5,Meta AI
ngeleg,5,Meta AI
bgus guyz,5,Meta AI
bagus,5,Meta AI
"jadi banyak temen, sahabat bahkan dr orang asing pun menjadi saudara meskipun lain darah",5,Meta AI
🔥🔥🔥,5,Meta AI
Sangat senang,5,Meta AI
mntap,5,Meta AI
bagus,5,Meta AI
terimakasih FB sangat luar biasa,5,Meta AI
tidak bisa di cairkan pembayaran dan jangkauan viewnya semakin parah kalau mau naikin viewnya harus di promosikan 😂😂,1,Meta AI
susah bujuk,5,Meta AI
bagus buat ff,5,Meta AI
good,1,Meta AI
"Tolong diperbaiki, fitur jadwalkan postingan di aplikasi seluler hilang.",5,Meta AI
ok,5,Meta AI
sy tertarik,4,Meta AI
gimana sih anj!ng mau bikin group aja susah bener ..,1,Meta AI
2 hari mau komentar tidak bisa 😩🥹🥹,1,Meta AI
"Sampah, setiap masuk ada peringatan mulu waktu sesi berakhir",1,Meta AI
saya sangat senang dengan adanya aplikasi fb ini karena bisa membantu untuk menerima informasi,5,Meta AI
bagus,5,Meta AI
makin mantap master studio...ok..,5,Meta AI
makin membaik,4,Meta AI
Ngogesa,1,Meta AI
Terima kasih. sdh bisa lagu fb,4,Meta AI
wiw,5,Meta AI
kadang lelet atau lemot FB,5,Meta AI
sangat cocok,5,Meta AI
ngak ada marketplace tolong di perbaiki,1,Meta AI
semakin banyak bug dah masalah tolong cepat di betulkan,1,Meta AI
terima kasih,5,Meta AI
sangat bagus dan memuaskan,4,Meta AI
semangat walaupun belum diundang meta ntah kapan,5,Meta AI
autentifikasi sampah.... katanya kirim kode lewat wa atau SMS tapi kodenya kaga nyampe. kocak!,1,Meta AI
Sangat menghibur,5,Meta AI
Bagus n komplit sekali,5,Meta AI
ok,5,Meta AI
semangat,5,Meta AI
keren ini ka,5,Meta AI
kirim pesan ribet. harus dwonload mesengger,1,Meta AI
WHY YOU BANNED OPEN AI INTERGRATION IN WHATSAPP??,1,Meta AI
bikin males buka fb buka reels dikit isinya iklan Mulu,1,Meta AI
facebook bagi saya seruuuuu bangetttttt sayaa kasihhh bintang Limaaaaa yaaaaaaaaaaaaaa iLovee youuuuuuu Fecebookk udah lucuuu seruu lagiiiiii 100 persen dehh buatt Fecebook yaaaaaaaaaaaaa terimakasihhhhhh,5,Meta AI
banyak konten menghibur dan tidak ribet,5,Meta AI
baik,5,Meta AI
terbaik FB,5,Meta AI
keren,5,Meta AI
bagus sekali aplikasi ini karena memudahkan para costumer dengan berbagai fitur dan pelayanan yang baik juga,5,Meta AI
sangat membantu saya melihat situasi saat ini,5,Meta AI
selalu tingkatkan,5,Meta AI
bagus aplikasi FB nya,5,Meta AI
"Bagus sih.....tapi ada dua hal yang tidak di adakan seperti : 1 tidak ada like jempol bawah, 2 tidak menyediakan adanya laporan yang mencakup Negatif, dari kedua hal ini seharusnya di adakan sebab demi kenyamanan dan Privasi Pengguna.",2,Meta AI
om swastiastu terimakasih untuk Facebook yaa 🙏🫡,5,Meta AI
Sangat Bagus,5,Meta AI
terima kasih Facebook.,5,Meta AI
👍,5,Meta AI
kebanyakan bug apk sampah mau login aja susah banget,1,Meta AI
sekrang mudah di tangguhkan mau bikin Facebook malah di tangguh kan skrg Facebook uda jelek,1,Meta AI
Lagi ngedit Postingan tiba-tiba Keluar Sendiri 😭😭😭 belum di save,3,Meta AI
face book saya tiba tiba hilang,5,Meta AI
Ok,5,Meta AI
bagus banyak kenangan tersimpan,5,Meta AI
tidak bisa nambahkan info pajak di fb pro,4,Meta AI
tambah kakean sponsor cok,1,Meta AI
nice,5,Meta AI
mantap,5,Meta AI
mantaf,5,Meta AI
sangat suka sekali,5,Meta AI
tiba2 eror aplikasi nya,2,Meta AI
"sekarang fb gk asik,live di batasin 30hari lgsung di hapus scra otomatis,pdhl aku suka live buat kenang”an di masa depan,,sangat disayangkan,,smoga di program lgi biar gk d hapus scra otomatis",1,Meta AI
mantaaaaap cuy,5,Meta AI
mantap,5,Meta AI
tolong diperbaiki sering keluar sendiri,1,Meta AI
Mantap!!!,5,Meta AI
mantap,5,Meta AI
mantap,5,Meta AI
banyak banget iklan yg mengatasnamakan game padahal judi online,3,Meta AI
Facebook TERLALU BANYAK IKLAN TERUTAMA JUDOL YANG AWAL NYA BUAT HIBURAN SEKARANG MENJADI FILM JUDOL DAN NANTI FILM BOKEP,1,Meta AI
mengenang story dari waktu ke waktu,5,Meta AI
bagus,5,Meta AI
sesi habis kadang kdang,4,Meta AI
"ribet bener sumpah ini Facebook jaman skrng 2025 ,,,, masa liat pesan harus pulihkan pesan dlu baru bisa liat harusnya,, yg jdi ribet ketika ganti hp pesan yg lama malah jdi susah kebuka karena harus verifikasi dlu ke hp lama ,,,padahal sya GK setting begitu TPI dari pihak pesan messenger Facebook udh otomatis diseting begitu haduuh ribet ribet ,, maaf sya kasih bintang 1 karena kecewa dengan aturan begitu pdhal GK perlu otp untuk pulihkan pesan kan udh login posisi nya",1,Meta AI
selalu amanah dan makin banyak pengikutnya yg di FB pro good luck every day for many people,5,Meta AI
memuaskan,4,Meta AI
sekarang iklan mulu ya berapa detik sekali muncul iklan di reel nya,1,Meta AI
mantap,5,Meta AI
pokoknya 5 bintang,5,Meta AI
good job,5,Meta AI
Informasi dan relasi jadi bertambah,5,Meta AI
🥰,5,Meta AI
ok,5,Meta AI
😁,5,Meta AI
ok,1,Meta AI
bagus,5,Meta AI
sangat baik,5,Meta AI
baterainya tidak bisa di batasi aneh memang,1,Meta AI
puas,5,Meta AI
ok,5,Meta AI
mantapppp,5,Meta AI
mantap,5,Meta AI
dengan adanya program fb pro saya bisa berkarya,5,Meta AI
Banyakna iklannu blammak,1,Meta AI
sangat bagus saya suka aplikasi ini🙂🙂,5,Meta AI
sangat memuaskan,5,Meta AI
harus nya nggak perlu sih di kunci biak km pembaca bs lanjut smpe hbis cerita nya,5,Meta AI
sangat bagus,5,Meta AI
sangat menyenangkan,5,Meta AI
mantap,5,Meta AI
bagus lah meh gancang,5,Meta AI
keren,5,Meta AI
ok,5,Meta AI
mantap,5,Meta AI
sangt membantu,5,Meta AI
bagus sih,5,Meta AI
saya suka sekali,5,Meta AI
oke,5,Meta AI
"cerita teman tidak bisa di (lihat selengkapnya), pencaharian riwayat vidio tdk muncul, tolong di perbaiki, atau kembalikan seperti yg sebelum pembaharuan",5,Meta AI
Nyoba peruntungan di Reels Video lah kang...,5,Meta AI
banyak postingan gak bermutu muncul,1,Meta AI
sip mantap,4,Meta AI
mantap,5,Meta AI
baik digital,5,Meta AI
bagus,3,Meta AI
"Aplikasi aneh, ketika membuka link tautan muncul tulisan ""Silahkan beli paket data atau hubungkan ke Wifi"" emangnya sy bisa online pake apa? pake telepati? padahal wifi lancar jaya... kocak",1,Meta AI
ok,4,Meta AI
bagus,5,Meta AI
baik,5,Meta AI
makin ke sini makin busuk ni aplikasi. banyak bug nya.,1,Meta AI
tolong la masa mau ganti sandi Facebook milik sendiri aja susah amat terlaku bertele2 mau nambahin nomor baru aja ngak bisa harus komfirmasi ke sana kemari dlu mau nambahin nomor baru jga susah sedangkan nomor yg lama udah ngak aktif lagi tolong d perbaiki Admin,1,Meta AI
Saya suka as pak ini,5,Meta AI
mantaap,4,Meta AI
#BAGUS SELAMAT TAHUN 20256ULTRA,5,Meta AI
ok,5,Meta AI
mantap,5,Meta AI
sehat selalu gandong,5,Meta AI
bagus,5,Meta AI
ITS good,4,Meta AI
baik dan sangat membantu,5,Meta AI
aplikasi yang sangat bagus .,5,Meta AI
puas,5,Meta AI
keren,5,Meta AI
best activitas,5,Meta AI
Good,5,Meta AI
"APLIKASI GAJELAS, ORG GA NGAPA NGAPAIN KENA PENANGGUHAN AKUN",1,Meta AI
aplikasi yg mudah mengakses berbagai pengetahuan matap🥳🥳,5,Meta AI
ok,5,Meta AI
di coba dulu,3,Meta AI
good,5,Meta AI
bagus,5,Meta AI
"tidak bisa ganti kata sandi tidak bagus,waktu ganti kata sandi keluar ini lah,itulah",2,Meta AI
sangat bagus,5,Meta AI
bagus,5,Meta AI
Facebook membantu saya mengenal banyak orang,5,Meta AI
sangat bagus,5,Meta AI
mantap,4,Meta AI
Apk yg sangat bagus,5,Meta AI
