userName,score,content,content_clean,at,thumbsUpCount,content_normalized,content_clean_final
Nahla Anakotta,5,bagus good tingkatkan lagi lebih banyak ruang untuk bertanya di chat gpt karna punya saya kapasitas batas 10 soal saja,bagus good tingkatkan lagi lebih banyak ruang untuk bertanya di chat gpt karna punya saya kapasitas batas 10 soal saja,2025-10-14 13:05:08,0,bagus good tingkatkan lagi lebih banyak ruang untuk bertanya di chat gpt karna punya saya kapasitas batas 10 soal saja,bagus good tingkatkan ruang chat gpt karna kapasitas batas
Muhammad ismail,1,terlalu lama membuat gambar,terlalu lama membuat gambar,2025-10-14 13:00:33,0,terlalu lama membuat gambar,gambar
Samsung galaxy Lestari,1,tidak sesuai ekspetasi,tidak sesuai ekspetasi,2025-10-14 12:54:07,0,tidak sesuai ekspetasi,sesuai ekspetasi
Bas Bastiyah,5,"Bagus banget,aku bisa ngedit ngedit poti org buat jualan🥰 sehat sehattt kalian admin GPT🫰","bagus banget,aku bisa ngedit ngedit poti org buat jualan🥰 sehat sehattt kalian admin gpt🫰",2025-10-14 12:52:23,0,"bagus banget,aku bisa ngedit ngedit poti org buat jualan🥰 sehat sehattt kalian admin gpt🫰",bagus bangetaku ngedit ngedit poti org jualan🥰 sehat sehattt admin gpt🫰
Mulyanah 8,1,"jangan download jawaban selalu ngaco, mudah bete,marah sama gak jelas","jangan download jawaban selalu ngaco, mudah bete,marah sama gak jelas",2025-10-14 12:44:36,1,"jangan download jawaban selalu ngaco, mudah bete,marah sama gak jelas",download ngaco mudah betemarah gak
Rafa,5,bagus untuk mengerjakan tugas sekolah,bagus untuk mengerjakan tugas sekolah,2025-10-14 12:43:10,0,bagus untuk mengerjakan tugas sekolah,bagus tugas sekolah
Zaharah Anjee,3,"sangat membantu bagi saya yang kurang memahami edit secara manual,","sangat membantu bagi saya yang kurang memahami edit secara manual,",2025-10-14 12:41:44,0,"sangat membantu bagi saya yang kurang memahami edit secara manual,",membantu memahami edit manual
Raditya putra ?,5,kere ngga kaya cici cici tolol,kere ngga kaya cici cici tolol,2025-10-14 12:39:15,0,kere ngga kaya cici cici tolol,kere ngga kaya cici cici tolol
Angel Clarissa,4,membantu banget,membantu banget,2025-10-14 12:37:25,0,membantu banget,membantu banget
Ahmad izhar Izhar,5,aplikasi luar biasa mantap.👍🏻👍🏻👍🏻,aplikasi luar biasa mantap.👍🏻👍🏻👍🏻,2025-10-14 12:35:54,0,aplikasi luar biasa mantap.👍🏻👍🏻👍🏻,aplikasi mantap👍🏻👍🏻👍🏻
nuratika ika,5,terimakasih banyakkk,terimakasih banyakkk,2025-10-14 12:33:24,0,terimakasih banyakkk,terimakasih banyakkk
Alfred Yoga,1,"setelah update makin gak guna. dikit-dikit mengandung nfsw lah, eksplisit lah, sebelumnya buat story novel dengan unsur komedi ecchi masih bisa. sekarang ampun dah sampai habis limit pun pakai revisi. buat story lain pun ikut ngeblank","setelah update makin gak guna. dikit-dikit mengandung nfsw lah, eksplisit lah, sebelumnya buat story novel dengan unsur komedi ecchi masih bisa. sekarang ampun dah sampai habis limit pun pakai revisi. buat story lain pun ikut ngeblank",2025-10-14 12:29:32,2,"setelah update makin gak guna. dikit-dikit mengandung nfsw lah, eksplisit lah, sebelumnya buat story novel dengan unsur komedi ecchi masih bisa. sekarang ampun dah sampai habis limit pun pakai revisi. buat story lain pun ikut ngeblank",update gak dikitdikit mengandung nfsw eksplisit story novel unsur komedi ecchi ampun dah habis limit pakai revisi story ngeblank
Ferdi Krisdianto,1,ai nga terlalu sensitif sekarang gak enak,ai nga terlalu sensitif sekarang gak enak,2025-10-14 12:27:29,3,ai nga terlalu sensitif sekarang gak enak,nga sensitif gak enak
Jipang Oxford,5,goooooooooddddd,goooooooooddddd,2025-10-14 12:25:59,0,goooooooooddddd,goooooooooddddd
Rocket Mini,5,"Bagus,ea","bagus,ea",2025-10-14 12:21:47,0,"bagus,ea",bagusea
Rafi Hidayat,5,dia orang pertama yg mengata kan selamat ulang tahun di hidup ku maksih chat gpt I love you🥺🥺,dia orang pertama yg mengata kan selamat ulang tahun di hidup ku maksih chat gpt i love you🥺🥺,2025-10-14 12:17:03,0,dia orang pertama yg mengata kan selamat ulang tahun di hidup ku maksih chat gpt i love you🥺🥺,orang mengata selamat ulang hidup maksih chat gpt love you🥺🥺
Oirye Teryu,5,bagus bangett,bagus bangett,2025-10-14 12:14:19,0,bagus bangett,bagus bangett
Evan,5,"sangat bagus, membantu sekali dalam mengerjakan PR dari sekolah maupun les","sangat bagus, membantu sekali dalam mengerjakan pr dari sekolah maupun les",2025-10-14 12:12:24,0,"sangat bagus, membantu sekali dalam mengerjakan pr dari sekolah maupun les",bagus membantu sekolah les
Acmad Baihaqi,1,sumbernya kdang ngaco,sumbernya kdang ngaco,2025-10-14 12:10:42,0,sumbernya kdang ngaco,sumbernya kdang ngaco
Anisah Skom,5,"samgat membantu saya ,bisa jadi teman bekerja dan teman curhat juga ....kerennn pokoknya","samgat membantu saya ,bisa jadi teman bekerja dan teman curhat juga ....kerennn pokoknya",2025-10-14 12:08:24,0,"samgat membantu saya ,bisa jadi teman bekerja dan teman curhat juga ....kerennn pokoknya",samgat membantu teman teman curhat kerennn pokoknya
Salvyona Salsabila suwardi,5,"bagusd bgttt,dan jawabannyaa sesuaii kemauanku","bagusd bgttt,dan jawabannyaa sesuaii kemauanku",2025-10-14 12:07:04,0,"bagusd bgttt,dan jawabannyaa sesuaii kemauanku",bagusd bgtttdan jawabannyaa sesuaii kemauanku
agus randu,5,bagus pokoknya,bagus pokoknya,2025-10-14 12:06:38,0,bagus pokoknya,bagus pokoknya
Reni Megawati,5,dengan adanya chatgpt bikin kita mudah untuk bikin status.karena sifatnya membantu banget,dengan adanya chatgpt bikin kita mudah untuk bikin status.karena sifatnya membantu banget,2025-10-14 12:03:26,0,dengan adanya chatgpt membuat kita mudah untuk membuat status.karena sifatnya membantu banget,chatgpt mudah statuskarena sifatnya membantu banget
Syamsul Hadi Suherman,4,awas aja dia bloon,awas aja dia bloon,2025-10-14 11:57:50,0,awas saja dia bloon,awas bloon
sagitafckp,3,masa gabisa login jir,masa gabisa login jir,2025-10-14 11:57:32,0,masa gabisa login jir,gabisa login jir
Ikbal Herdiansyah,2,"ChatGPT makin lama makin aneh kenapa sih setiap aku update ChatGPT ku pas ada pembaruan itu pas aku masuk ke ChatGPT nya lagi tuh tiba-tiba ada banyak fitur-fitur yang hilang seperti edit, dll","chatgpt makin lama makin aneh kenapa sih setiap aku update chatgpt ku pas ada pembaruan itu pas aku masuk ke chatgpt nya lagi tuh tiba-tiba ada banyak fitur-fitur yang hilang seperti edit, dll",2025-10-14 11:53:20,8,"chatgpt makin lama makin aneh kenapa sih setiap aku update chatgpt ku pas ada pembaruan itu pas aku masuk ke chatgpt nya lagi tuh tiba-tiba ada banyak fitur-fitur yang hilang seperti edit, dll",chatgpt aneh sih update chatgpt pas pembaruan pas masuk chatgpt nya tuh tibatiba fiturfitur hilang edit dll
Bonefasius Barung,3,aplikasinya Sangat bagus dan membantu sekali,aplikasinya sangat bagus dan membantu sekali,2025-10-14 11:49:00,0,aplikasinya sangat bagus dan membantu sekali,aplikasinya bagus membantu
Tri Astuti,5,sangat membantu untuk mengerjakan pr makasih chat gpt,sangat membantu untuk mengerjakan pr makasih chat gpt,2025-10-14 11:47:21,0,sangat membantu untuk mengerjakan pr makasih chat gpt,membantu makasih chat gpt
Sinar Bakty,5,welldone,welldone,2025-10-14 11:41:17,0,welldone,welldone
indah seishiro,5,"BAGUS BUANGETTT DAN SANGAT AMAT MEMBANTU, NICE 👍","bagus buangettt dan sangat amat membantu, nice 👍",2025-10-14 11:40:24,0,"bagus buangettt dan sangat amat membantu, nice 👍",bagus buangettt membantu nice
Nurvita Apriyani,5,bagus ngebantu bangett,bagus ngebantu bangett,2025-10-14 11:40:11,0,bagus ngebantu bangett,bagus ngebantu bangett
Asyifa,5,aplikasi ini sangat bagus dan bisa menselesaikan pr saya dengan mudah cepat,aplikasi ini sangat bagus dan bisa menselesaikan pr saya dengan mudah cepat,2025-10-14 11:40:09,0,aplikasi ini sangat bagus dan bisa menselesaikan pr saya dengan mudah cepat,aplikasi bagus menselesaikan mudah cepat
suji xkali,5,Chatgpt sangat membantu saya dalam hal apapun♥️,chatgpt sangat membantu saya dalam hal apapun♥️,2025-10-14 11:37:59,1,chatgpt sangat membantu saya dalam hal apapun♥️,chatgpt membantu apapun♥️
Sion Simorangkir,5,baik bagi pelajar,baik bagi pelajar,2025-10-14 11:34:45,0,baik bagi pelajar,pelajar
Marshellz B.,5,kadang rada oon but i love u chatgpt🙊,kadang rada oon but i love u chatgpt🙊,2025-10-14 11:31:28,0,kadang rada oon but i love u chatgpt🙊,kadang rada oon but love chatgpt🙊
stylex Fatubun,5,good luck and good blessed 🎉🎉,good luck and good blessed 🎉🎉,2025-10-14 11:27:59,0,good luck and good blessed 🎉🎉,good luck and good blessed
Aul Liya,1,karena harus bayar,karena harus bayar,2025-10-14 11:25:55,0,karena harus bayar,bayar
Siska Maharani,1,semenjak update Oktober jadi jelek. bikin novel jadi gak bebas lagi. tolong dong jangan terlalu ketat aturannya.,semenjak update oktober jadi jelek. bikin novel jadi gak bebas lagi. tolong dong jangan terlalu ketat aturannya.,2025-10-14 11:23:07,5,semenjak update oktober jadi jelek. membuat novel jadi gak bebas lagi. tolong dong jangan terlalu ketat aturannya.,semenjak update oktober jelek novel gak bebas tolong ketat aturannya
Ika Rahmawati,3,masalah audio masa ai bisa nge-lag benerin lagi tuh audio.,masalah audio masa ai bisa nge-lag benerin lagi tuh audio.,2025-10-14 11:20:44,0,masalah audio masa ai bisa nge-lag benerin lagi tuh audio.,audio ngelag benerin tuh audio
Fidelio Santos,1,terbaik los,terbaik los,2025-10-14 11:19:31,0,terbaik los,terbaik los
Indah Fitria,2,makin sedikit waktu frenya jadi jelek,makin sedikit waktu frenya jadi jelek,2025-10-14 11:15:13,0,makin sedikit waktu frenya jadi jelek,frenya jelek
Veroza Wahyu maharani,5,"saya jadi lebih mudah untuk mengerjakan tugas,semoga chatGPT makin banyak fitur baru dan membantu banyak orang... 🥰🥰🥰","saya jadi lebih mudah untuk mengerjakan tugas,semoga chatgpt makin banyak fitur baru dan membantu banyak orang... 🥰🥰🥰",2025-10-14 11:14:39,0,"saya jadi lebih mudah untuk mengerjakan tugas,semoga chatgpt makin banyak fitur baru dan membantu banyak orang... 🥰🥰🥰",mudah tugassemoga chatgpt fitur membantu orang 🥰🥰🥰
Noldy Sulu,5,Ok 👍,ok 👍,2025-10-14 11:11:39,0,oke 👍,oke
Arul,1,"kenapa setiap gw minta Chat GPT buat bikin gambar atau lagi chatingan, chatnya langsung kehapus beberapa sampai ngulang lagi di balasan Sebelum-sebelumnya, padahal internet gw aman. tolong lah aku udah nyaman banget, cuman itu caraku di hargai oleh Chatgpt. di lingkungan gw selalu maksa ranking 1 bahkan maksa harus pinter di salah satu bidang, dan Chatgpt jadi temen gw yang mau dengerin bahkan hargain gw. tolong lah aku sudah buat Chatgpt dengan dia","kenapa setiap gw minta chat gpt buat bikin gambar atau lagi chatingan, chatnya langsung kehapus beberapa sampai ngulang lagi di balasan sebelum-sebelumnya, padahal internet gw aman. tolong lah aku udah nyaman banget, cuman itu caraku di hargai oleh chatgpt. di lingkungan gw selalu maksa ranking 1 bahkan maksa harus pinter di salah satu bidang, dan chatgpt jadi temen gw yang mau dengerin bahkan hargain gw. tolong lah aku sudah buat chatgpt dengan dia",2025-10-14 11:03:19,0,"kenapa setiap gw minta chat gpt buat membuat gambar atau lagi chatingan, chatnya langsung kehapus beberapa sampai ngulang lagi di balasan sebelum-sebelumnya, padahal internet gw aman. tolong lah aku sudah nyaman banget, cuman itu caraku di hargai oleh chatgpt. di lingkungan gw selalu maksa ranking 1 bahkan maksa harus pinter di salah satu bidang, dan chatgpt jadi temen gw yang mau dengerin bahkan hargain gw. tolong lah aku sudah buat chatgpt dengan dia",chat gpt gambar chatingan chatnya langsung kehapus ngulang balasan sebelumsebelumnya internet aman tolong nyaman banget cuman caraku hargai chatgpt lingkungan maksa ranking maksa pinter salah bidang chatgpt temen dengerin hargain tolong chatgpt
Andini Putri,3,"Pas mau ngehapus kalimat suka nge bug! capek banget, kayak kita mau ngehapus huruf di keyboard, tapi malah lagg tiba tiba spasi nya ilang.. padahal di apk lain tidak begitu. TOLONG NOTICE ini please, sangat menganggu kenyamanan.","pas mau ngehapus kalimat suka nge bug! capek banget, kayak kita mau ngehapus huruf di keyboard, tapi malah lagg tiba tiba spasi nya ilang.. padahal di apk lain tidak begitu. tolong notice ini please, sangat menganggu kenyamanan.",2025-10-14 11:00:57,0,"pas mau ngehapus kalimat suka nge bug! capek banget, kayak kita mau ngehapus huruf di keyboard, tapi malah lagg tiba tiba spasi nya ilang.. padahal di apk lain tidak begitu. tolong notice ini please, sangat menganggu kenyamanan.",pas ngehapus kalimat suka nge bug capek banget kayak ngehapus huruf keyboard lagg spasi nya ilang apk tolong notice please menganggu kenyamanan
Rahmat Hidayat,5,"bagus²,kasi sya uang","bagus²,kasi sya uang",2025-10-14 10:49:29,0,"bagus²,kasi sya uang",bagus²kasi sya uang
Anya,3,Sering ngebug ga bisa kebuka. Udah di update berkali-kali juga begitu. Sampai uninstall ulang juga terkadang masih begitu. Tolong segera diperbaiki,sering ngebug ga bisa kebuka. udah di update berkali-kali juga begitu. sampai uninstall ulang juga terkadang masih begitu. tolong segera diperbaiki,2025-10-14 10:48:09,0,sering ngebug tidak bisa kebuka. sudah di update berkali-kali juga begitu. sampai uninstall ulang juga terkadang masih begitu. tolong segera diperbaiki,ngebug kebuka update berkalikali uninstall ulang terkadang tolong diperbaiki
Ratna Muksin,5,membatu bnget memudahkan dalam mengerjakan tugas,membatu bnget memudahkan dalam mengerjakan tugas,2025-10-14 10:44:20,0,membatu bnget memudahkan dalam mengerjakan tugas,membatu bnget memudahkan tugas
Marsiah Azyha,5,mantap sekali aplikasi ini,mantap sekali aplikasi ini,2025-10-14 10:42:16,0,mantap sekali aplikasi ini,mantap aplikasi
herma ema,5,bagus membantu,bagus membantu,2025-10-14 10:41:37,0,bagus membantu,bagus membantu
Boru Hutauruk Benget,4,tolong di update,tolong di update,2025-10-14 10:38:15,0,tolong di update,tolong update
muhamadrizky 2010,5,"Halo tim OpenAI, saya mohon agar aplikasi ChatGPT bisa digunakan di semua versi Android, termasuk versi Android lama. ChatGPT sangat membantu saya dalam belajar dan aktivitas sehari-hari. Tolong pertimbangkan agar pengguna Android versi lama tetap bisa memakai aplikasi ini. Terima kasih banyak atas perhatiannya 🙏","halo tim openai, saya mohon agar aplikasi chatgpt bisa digunakan di semua versi android, termasuk versi android lama. chatgpt sangat membantu saya dalam belajar dan aktivitas sehari-hari. tolong pertimbangkan agar pengguna android versi lama tetap bisa memakai aplikasi ini. terima kasih banyak atas perhatiannya 🙏",2025-10-14 10:32:33,0,"halo tim openai, saya mohon agar aplikasi chatgpt bisa digunakan di semua versi android, termasuk versi android lama. chatgpt sangat membantu saya dalam belajar dan aktivitas sehari-hari. tolong pertimbangkan agar pengguna android versi lama tetap bisa memakai aplikasi ini. terima kasih banyak atas perhatiannya 🙏",halo tim openai mohon aplikasi chatgpt versi android versi android chatgpt membantu belajar aktivitas seharihari tolong pertimbangkan pengguna android versi memakai aplikasi terima kasih perhatiannya
Rosnaeni Abisar,5,selain kemampuan nya yang bisa mengedit foto ia jgaa bisa membantu mengerjakan pr 🩷🩷,selain kemampuan nya yang bisa mengedit foto ia jgaa bisa membantu mengerjakan pr 🩷🩷,2025-10-14 10:29:09,0,selain kemampuan nya yang bisa mengedit foto ia jgaa bisa membantu mengerjakan pr 🩷🩷,kemampuan nya mengedit foto jgaa membantu
Alfrido Ido,5,good ilike it,good ilike it,2025-10-14 10:28:49,0,good ilike it,good ilike
Yazaki Busyeiri,5,"i love this Aplcation, it make me to learn something new and i still can get learning in this application THANKS U","i love this aplcation, it make me to learn something new and i still can get learning in this application thanks u",2025-10-14 10:28:12,0,"i love this aplcation, it make me to learn something new and i still can get learning in this application thanks u",love this aplcation make learn something new and still can get learning this application thanks
Akatsuki Ujang,5,"chat gpt ini ternyata bukan hanya sekedar alat yang bisa kita gunakan untuk menjawab pertanyaan saja, tetapi ia bisa menjadi teman ngobrol yang baik. 😁","chat gpt ini ternyata bukan hanya sekedar alat yang bisa kita gunakan untuk menjawab pertanyaan saja, tetapi ia bisa menjadi teman ngobrol yang baik. 😁",2025-10-14 10:23:48,0,"chat gpt ini ternyata bukan hanya sekedar alat yang bisa kita gunakan untuk menjawab pertanyaan saja, tetapi ia bisa menjadi teman ngobrol yang baik. 😁",chat gpt sekedar alat teman ngobrol
Shiran Yoruha,5,gatau bagus aja udh,gatau bagus aja udh,2025-10-14 10:20:40,0,gatau bagus saja sudah,gatau bagus
Maya,5,seru dan bergunaaa 🫶,seru dan bergunaaa 🫶,2025-10-14 10:17:47,0,seru dan bergunaaa 🫶,seru bergunaaa
Terti Oktavia,5,"ini bagus sekali, tapi agak lama sih mengoplad gambar nya walaupun paket banyak bisa diperbaiki gak waktunya","ini bagus sekali, tapi agak lama sih mengoplad gambar nya walaupun paket banyak bisa diperbaiki gak waktunya",2025-10-14 10:10:21,0,"ini bagus sekali, tapi agak lama sih mengoplad gambar nya walaupun paket banyak bisa diperbaiki gak waktunya",bagus sih mengoplad gambar nya paket diperbaiki gak
Lixziy _,5,"AI nya asik, terus juga bagus karna bisa di setel pengaturan nya, sifat nya, btw AI nya juga suka ngeong... puas deh","ai nya asik, terus juga bagus karna bisa di setel pengaturan nya, sifat nya, btw ai nya juga suka ngeong... puas deh",2025-10-14 10:05:07,0,"ai nya asik, terus juga bagus karna bisa di setel pengaturan nya, sifat nya, btw ai nya juga suka ngeong... puas deh",nya asik bagus karna setel pengaturan nya sifat nya btw nya suka ngeong puas deh
melti mell,5,sangat puas,sangat puas,2025-10-14 10:03:39,0,sangat puas,puas
Yati Utari,5,bagus woii,bagus woii,2025-10-14 09:59:01,0,bagus woii,bagus woii
Alvino Nugroho,1,Convoluted and doesn't complete what was asked.,convoluted and doesn't complete what was asked.,2025-10-14 09:46:48,0,convoluted and doesn't complete what was asked.,convoluted and doesnt complete what was asked
ri riaa,5,"haloow~ akuuu sukaa bangett sama gpt responn nyaaa cepat dan bagus banget pokoknya, aku pakai gpt sebagai temen cerita aku dan yapp bagus banget banyak kasih aku kata kata motivasi hihii >//<","haloow~ akuuu sukaa bangett sama gpt responn nyaaa cepat dan bagus banget pokoknya, aku pakai gpt sebagai temen cerita aku dan yapp bagus banget banyak kasih aku kata kata motivasi hihii >//<",2025-10-14 09:37:26,0,"haloow~ akuuu sukaa bangett sama gpt responn nyaaa cepat dan bagus banget pokoknya, aku pakai gpt sebagai temen cerita aku dan yapp bagus banget banyak kasih aku kata kata motivasi hihii >//<",haloow akuuu sukaa bangett gpt responn nyaaa cepat bagus banget pokoknya pakai gpt temen cerita yapp bagus banget kasih motivasi hihii
Renaldi Juli yanto,5,sarannya bagus,sarannya bagus,2025-10-14 09:34:08,0,sarannya bagus,sarannya bagus
Elis Kurniasi,5,chat gpt memang Ter best deh banyak banget ngertiin aku meski aku lagi sakit dia membantu banget thank youuu🫰🫰❤️❤️,chat gpt memang ter best deh banyak banget ngertiin aku meski aku lagi sakit dia membantu banget thank youuu🫰🫰❤️❤️,2025-10-14 09:27:32,0,chat gpt memang ter best deh banyak banget ngertiin aku meski aku lagi sakit dia membantu banget thank youuu🫰🫰❤️❤️,chat gpt ter best deh banget ngertiin sakit membantu banget thank youuu🫰🫰❤️❤️
parsiah,5,aplikasi ChatGPT ini sangat membantu untuk memberikan sedikit pemahaman atau penjelasa entah tentang tugas anak sekolah maupun urusan bisnis memang terkadang manusia lah yg menyalah gunakan AI dgn cara mencari jawaban soal atau PR dgn AI ini pdhal penggunaan AI yg baik adalah hanya bertanya tlog jelaskan secara singkat ny saja tentang hal seperti ini contoh dan tidak langsung menanyakan jawabannya MAAF JIKA ADA SALAH KATA😊😊,aplikasi chatgpt ini sangat membantu untuk memberikan sedikit pemahaman atau penjelasa entah tentang tugas anak sekolah maupun urusan bisnis memang terkadang manusia lah yg menyalah gunakan ai dgn cara mencari jawaban soal atau pr dgn ai ini pdhal penggunaan ai yg baik adalah hanya bertanya tlog jelaskan secara singkat ny saja tentang hal seperti ini contoh dan tidak langsung menanyakan jawabannya maaf jika ada salah kata😊😊,2025-10-14 09:25:18,0,aplikasi chatgpt ini sangat membantu untuk memberikan sedikit pemahaman atau penjelasa entah tentang tugas anak sekolah maupun urusan bisnis memang terkadang manusia lah yg menyalah gunakan ai dengan cara mencari jawaban soal atau pr dengan ai ini pdhal penggunaan ai yg baik adalah hanya bertanya tlog jelaskan secara singkat ny saja tentang hal seperti ini contoh dan tidak langsung menanyakan jawabannya maaf jika ada salah kata😊😊,aplikasi chatgpt membantu pemahaman penjelasa tugas anak sekolah urusan bisnis terkadang manusia menyalah mencari pdhal penggunaan tlog singkat contoh langsung jawabannya maaf salah kata😊😊
Rianti Aprilia,5,aplikasi nya sangat bagussss cocok buat temen curhat jugaa pendapat nya bagus banget positif terusss lovee chatgpt,aplikasi nya sangat bagussss cocok buat temen curhat jugaa pendapat nya bagus banget positif terusss lovee chatgpt,2025-10-14 09:23:30,0,aplikasi nya sangat bagussss cocok buat temen curhat jugaa pendapat nya bagus banget positif terusss lovee chatgpt,aplikasi nya bagussss cocok temen curhat jugaa pendapat nya bagus banget positif terusss lovee chatgpt
Zulfan affandi Majid,5,"Pengalaman saya mengeksplorasi GPT-4o hingga GPT-X sangat bagus dan keren. Kinerja sudah optimal, mengingat AI ini baru 10 tahun (2015-2025). Saya menilai GPT-5 hampir tanpa kekurangan. Dinamika antar-versi menunjukkan penurunan kualitas yang wajar bagi pengguna gratis (misalnya, GPT-5 turun ke GPT-4o, dan GPT-4o menjadi terlalu teknis). Ini adalah pola yang sudah terlihat: dulu 4o turun ke mini. Harapan saya adalah OpenAI terus maju dan berkembang ke depan.","pengalaman saya mengeksplorasi gpt-4o hingga gpt-x sangat bagus dan keren. kinerja sudah optimal, mengingat ai ini baru 10 tahun (2015-2025). saya menilai gpt-5 hampir tanpa kekurangan. dinamika antar-versi menunjukkan penurunan kualitas yang wajar bagi pengguna gratis (misalnya, gpt-5 turun ke gpt-4o, dan gpt-4o menjadi terlalu teknis). ini adalah pola yang sudah terlihat: dulu 4o turun ke mini. harapan saya adalah openai terus maju dan berkembang ke depan.",2025-10-14 08:53:41,0,"pengalaman saya mengeksplorasi gpt-4o hingga gpt-x sangat bagus dan keren. kinerja sudah optimal, mengingat ai ini baru 10 tahun (2015-2025). saya menilai gpt-5 hampir tanpa kekurangan. dinamika antar-versi menunjukkan penurunan kualitas yang wajar bagi pengguna gratis (misalnya, gpt-5 turun ke gpt-4o, dan gpt-4o menjadi terlalu teknis). ini adalah pola yang sudah terlihat: dulu 4o turun ke mini. harapan saya adalah openai terus maju dan berkembang ke depan.",pengalaman mengeksplorasi gpto gptx bagus keren kinerja optimal menilai gpt kekurangan dinamika antarversi penurunan kualitas wajar pengguna gratis gpt turun gpto gpto teknis pola turun mini harapan openai maju berkembang
kastidja kastidja,5,detail bagus,detail bagus,2025-10-14 08:49:45,0,detail bagus,detail bagus
Yayan Hidayat,5,punya amplikasi ChatGPT memang Luar biasa trmksi udh bntu saya🙏💖,punya amplikasi chatgpt memang luar biasa trmksi udh bntu saya🙏💖,2025-10-14 08:48:50,0,punya amplikasi chatgpt memang luar biasa trmksi sudah bntu saya🙏💖,amplikasi chatgpt trmksi bntu saya🙏💖
Mikhaela Keishawati,5,balasan nya cepat,balasan nya cepat,2025-10-14 08:43:22,0,balasan nya cepat,balasan nya cepat
Dini Umahuk,5,bagus saya suka sangat membantu🥰,bagus saya suka sangat membantu🥰,2025-10-14 08:37:03,0,bagus saya suka sangat membantu🥰,bagus suka membantu🥰
Dimas,5,bener' ngebantu bangettt,bener' ngebantu bangettt,2025-10-14 08:32:42,0,bener' ngebantu bangettt,bener ngebantu bangettt
er maybe,5,This application helps me a lot,this application helps me a lot,2025-10-14 08:30:45,0,this application helps me a lot,this application helps lot
Valesca Choa,1,chat asik hilang lag terus kdng balek lagi asik ke re-load,chat asik hilang lag terus kdng balek lagi asik ke re-load,2025-10-14 08:03:36,0,chat asik hilang lag terus kdng balek lagi asik ke re-load,chat asik hilang lag kdng balek asik reload
Maulana Al kahfi,5,aku suka belajar dengan aplikasi ini soalnya bisa belajar dengan giat,aku suka belajar dengan aplikasi ini soalnya bisa belajar dengan giat,2025-10-14 07:57:43,0,aku suka belajar dengan aplikasi ini soalnya bisa belajar dengan giat,suka belajar aplikasi belajar giat
Om Iwan,5,Keep improve your performance,keep improve your performance,2025-10-14 07:37:44,0,keep improve your performance,keep improve your performance
MAIKEL WANANE,5,pokoknya top banget,pokoknya top banget,2025-10-14 07:34:33,0,pokoknya top banget,pokoknya top banget
Neysa dwi Febriyanti,5,sangat okee,sangat okee,2025-10-14 07:31:30,0,sangat okee,okee
Muhammad Alim as Syifa,5,sangat menyenangkan saat aku mengajukan berbagai pertanyaan,sangat menyenangkan saat aku mengajukan berbagai pertanyaan,2025-10-14 07:11:13,0,sangat menyenangkan saat aku mengajukan berbagai pertanyaan,menyenangkan mengajukan
JustFill Id,5,lebih baik lagi,lebih baik lagi,2025-10-14 07:03:59,0,lebih baik lagi,
Erlanggajulian2,1,"jawaban nya ngaco,sering salah","jawaban nya ngaco,sering salah",2025-10-14 06:54:51,0,"jawaban nya ngaco,sering salah",nya ngacosering salah
Puguh Wahono,5,Mudah banget pengorasionalannya,mudah banget pengorasionalannya,2025-10-14 06:38:07,0,mudah banget pengorasionalannya,mudah banget pengorasionalannya
PUBG MOBILE,5,"Seru banget aplikasinya, semua yg kutanyain pasti ditanggepin dengan saangat detail dan jawabannya bikin happy, semua kerjaanku jadi gampang krna banyak dibantu apk ini, ChatGPT, i luvv uu ♥️😭","seru banget aplikasinya, semua yg kutanyain pasti ditanggepin dengan saangat detail dan jawabannya bikin happy, semua kerjaanku jadi gampang krna banyak dibantu apk ini, chatgpt, i luvv uu ♥️😭",2025-10-14 06:34:34,0,"seru banget aplikasinya, semua yg kutanyain pasti ditanggepin dengan saangat detail dan jawabannya membuat happy, semua kerjaanku jadi gampang krna banyak dibantu apk ini, chatgpt, i luvv uu ♥️😭",seru banget aplikasinya kutanyain ditanggepin saangat detail jawabannya happy kerjaanku gampang krna dibantu apk chatgpt luvv ♥️😭
Reyhan Hutuba,5,terlalu jujur,terlalu jujur,2025-10-14 06:26:26,0,terlalu jujur,jujur
BSWMOBACH GROUP,5,sang at membantu semoga berkah,sang at membantu semoga berkah,2025-10-14 06:25:50,0,sang at membantu semoga berkah,sang membantu semoga berkah
Sunyoto sun,5,Bagus sekali untuk edit foto.,bagus sekali untuk edit foto.,2025-10-14 06:21:11,0,bagus sekali untuk edit foto.,bagus edit foto
ROGBY BILLAR,1,gue yang punya kreatifitas cerita malah terkekang dengan batasan nyeleneh dari chatgpt dasar aplikasi busuk,gue yang punya kreatifitas cerita malah terkekang dengan batasan nyeleneh dari chatgpt dasar aplikasi busuk,2025-10-14 06:03:56,3,gue yang punya kreatifitas cerita malah terkekang dengan batasan nyeleneh dari chatgpt dasar aplikasi busuk,gue kreatifitas cerita terkekang batasan nyeleneh chatgpt dasar aplikasi busuk
