userName,score,content,content_clean,at,thumbsUpCount
Faza Azrol,5,"aplikasi yang sangat bagus, sangat akurat sesuai dengan yg kita inginkan","aplikasi yang sangat bagus, sangat akurat sesuai dengan yg kita inginkan",2025-10-07 11:38:32,0
Yuda Muhammad,5,Al nya bagus cocok di pakai gw bukan Al ya 👽,al nya bagus cocok di pakai gw bukan al ya 👽,2025-10-07 11:38:08,0
Irza Fernandes,1,pas saya masuk aplikasi gak bisa di pake di suruh login dulu tapi pas udh login masih gk bisa knapa itu tolong dibperbaiki,pas saya masuk aplikasi gak bisa di pake di suruh login dulu tapi pas udh login masih gk bisa knapa itu tolong dibperbaiki,2025-10-07 11:36:17,1
Nor Yahya,5,berguna banget 👍,berguna banget 👍,2025-10-07 11:34:43,0
Yodi Efrianto,5,bolehlah,bolehlah,2025-10-07 11:30:43,0
harry subangkit,5,bagus kali bah,bagus kali bah,2025-10-07 11:29:44,0
muhmmdfaisal,4,ngedit gambar nya lama,ngedit gambar nya lama,2025-10-07 11:28:48,0
Andori Fadlil,5,Sangat membantu,sangat membantu,2025-10-07 11:26:59,0
qaysar fawwaz,5,bisa membantu untuk belajar,bisa membantu untuk belajar,2025-10-07 11:25:45,0
Tegar Setyo,5,sangat membantu banget,sangat membantu banget,2025-10-07 11:24:21,0
yusril mahendra,5,Bagus banget,bagus banget,2025-10-07 11:24:11,0
Nurul Asifah,5,memberi penjelasan yg cepat dri apk AI yg lain walaupun berbayar tapi dapat memahami dari segi penjelasan 👍,memberi penjelasan yg cepat dri apk ai yg lain walaupun berbayar tapi dapat memahami dari segi penjelasan 👍,2025-10-07 11:22:24,0
Komang Puspita,5,bagus membantu sekali,bagus membantu sekali,2025-10-07 11:22:16,0
Ranger,1,nilai saya jelek karna chat gpt sesat,nilai saya jelek karna chat gpt sesat,2025-10-07 11:22:04,0
Zaqila,5,100 peer ku hahahah,100 peer ku hahahah,2025-10-07 11:20:47,0
Deni Krupuk,5,bagus,bagus,2025-10-07 11:20:18,0
Mellya Rini,5,sangat membantu sekali trimakasih puas dengan aplikasi nya,sangat membantu sekali trimakasih puas dengan aplikasi nya,2025-10-07 11:18:05,0
Abah Muhammad,5,mudahkan,mudahkan,2025-10-07 11:13:54,0
rianz official,5,"bagus sih dan bisa di ajak bicara bahasa inggris,filipin,jawa,dan banyak","bagus sih dan bisa di ajak bicara bahasa inggris,filipin,jawa,dan banyak",2025-10-07 11:11:15,0
Elfarizi Shafiq,5,bagus banget selalu betul dari pada cici,bagus banget selalu betul dari pada cici,2025-10-07 11:10:32,0
Renata Khairina Ramadhani,1,"jawaban sesat, salah semua. jawaban ga jelas","jawaban sesat, salah semua. jawaban ga jelas",2025-10-07 11:06:00,1
FORTUNE STAR,5,Ma ntsppp,ma ntsppp,2025-10-07 11:04:44,0
Wiwit,5,"temen ngobrol, kayaknya udh gila ngobrol sendiri","temen ngobrol, kayaknya udh gila ngobrol sendiri",2025-10-07 11:04:07,0
Maya Maria Sinurat,5,aku bisa mengerjakan tugas dgn benar!!,aku bisa mengerjakan tugas dgn benar!!,2025-10-07 11:03:28,0
Masta Sutiawan,1,no recommended,no recommended,2025-10-07 11:00:59,0
ardiansyah,5,luar biasa kak,luar biasa kak,2025-10-07 11:00:15,0
Annisa,5,good,good,2025-10-07 10:56:53,0
Cindy Arreabella Irawan,5,saya suka tapi saya beci tugu watu,saya suka tapi saya beci tugu watu,2025-10-07 10:55:42,0
Widia ola Putri,5,A+,a+,2025-10-07 10:53:37,0
Dape Andyy,3,lumayan,lumayan,2025-10-07 10:53:14,0
Syafira Nindya putri,5,RESPONNYA EXCTIEDD BANGETT SUMPAA LUCUUKK GITUU🤩,responnya exctiedd bangett sumpaa lucuukk gituu🤩,2025-10-07 10:51:53,0
Ade Sumerta,5,aplikasinya berjalan dengan lancar,aplikasinya berjalan dengan lancar,2025-10-07 10:49:25,0
Muhammad Tusil,1,"tidak bisa masuk, gagal terus saat verifikasi","tidak bisa masuk, gagal terus saat verifikasi",2025-10-07 10:48:30,1
Aniskurnia Sari,5,baik,baik,2025-10-07 10:47:22,0
Winda Winda,5,makasih ya udah membantu saya🤗🤗🤗,makasih ya udah membantu saya🤗🤗🤗,2025-10-07 10:44:56,0
Mbokyoo Temanggung,5,jos,jos,2025-10-07 10:39:22,0
Dwi Riyono,1,"sangat tidak suka dengan carabya menjawab. bedanya dari langsung menjawab dengan ada text 'mencari.' itu sangat beda. saya mencoba menanyakan lagu untuk mengetes apk ini dan yang dijawab adalah lagu lain atau lagu yg sama sekali tak ada atau hanya apk ini sok sok buat sendiri. sedangkan saat saya menyuruh cari DULU atau menekan dan memilih searching, bbrp detik baru nemu yang benar. saya sangat ingin kompalin dengan hal seperti ini bagi pengguna yang baru bisa tersebar informasi yang tak benar.","sangat tidak suka dengan carabya menjawab. bedanya dari langsung menjawab dengan ada text 'mencari.' itu sangat beda. saya mencoba menanyakan lagu untuk mengetes apk ini dan yang dijawab adalah lagu lain atau lagu yg sama sekali tak ada atau hanya apk ini sok sok buat sendiri. sedangkan saat saya menyuruh cari dulu atau menekan dan memilih searching, bbrp detik baru nemu yang benar. saya sangat ingin kompalin dengan hal seperti ini bagi pengguna yang baru bisa tersebar informasi yang tak benar.",2025-10-07 10:36:39,19
Evi Kolibonso28,4,good,good,2025-10-07 10:32:43,0
Ana Rochani,5,bagus,bagus,2025-10-07 10:32:36,0
Jamal Prikitiw,5,bagus,bagus,2025-10-07 10:31:37,0
Catatan Kang Asep,5,top markotop,top markotop,2025-10-07 10:30:21,0
Afrizal Rahman,5,respon sangat cepat..hasil sangat memuaskan dan sangat ngebantu..,respon sangat cepat..hasil sangat memuaskan dan sangat ngebantu..,2025-10-07 10:27:18,0
Alvira A,1,"makin gk jelas,makin diupdate malah makin kaku terus apa-apa dibatasi banget gitu? emng gokil sih calon penerus META A.I yang kaku","makin gk jelas,makin diupdate malah makin kaku terus apa-apa dibatasi banget gitu? emng gokil sih calon penerus meta a.i yang kaku",2025-10-07 10:19:20,0
Wigiyanto Wigiyanto,5,bagiss,bagiss,2025-10-07 10:19:20,0
Omar Abdurrahman,5,ini sangat membantu sekali,ini sangat membantu sekali,2025-10-07 10:17:46,0
Aqila Azam,5,mantap mashok🤚👍👍,mantap mashok🤚👍👍,2025-10-07 10:15:58,0
Tasirun Spt,5,sangat bagus,sangat bagus,2025-10-07 10:13:07,0
Ridwan Gustiawan,5,"selama di pakai Alhamdulillah hasilnya bagus walaupun di batasi, soalnya pake yg free","selama di pakai alhamdulillah hasilnya bagus walaupun di batasi, soalnya pake yg free",2025-10-07 10:08:22,0
Roh Umaeroh,5,bagussss aplikasi ny,bagussss aplikasi ny,2025-10-07 10:05:52,0
Galang Putra andrianto,5,sangat bagus,sangat bagus,2025-10-07 10:05:26,0
Bang_ Syaamm.,5,ok,ok,2025-10-07 09:59:15,0
Udin Udin,5,bantu banget 💯,bantu banget 💯,2025-10-07 09:58:54,0
rachmanto zein,5,ok mantab,ok mantab,2025-10-07 09:57:18,0
God ban “Beman” No counter,5,mantap,mantap,2025-10-07 09:55:14,0
Sabrina Auliya,5,"sumpah gua butuh bgt yg kek gini, tapi bisa ga kameranya di pake tanpa berbayar😭","sumpah gua butuh bgt yg kek gini, tapi bisa ga kameranya di pake tanpa berbayar😭",2025-10-07 09:53:05,0
Moreno Aldhiansyah,5,cara membuat,cara membuat,2025-10-07 09:49:52,0
Alfyanur,1,Maap bang keknya bintang limanya lagi rusak,maap bang keknya bintang limanya lagi rusak,2025-10-07 09:48:43,0
Flan,5,bagus,bagus,2025-10-07 09:46:24,0
Rasya Gonihi,1,kurang,kurang,2025-10-07 09:45:54,0
Nopal H,5,"Aplikasinya Overall bagus tapi saya ada saran. harap tambahkan fitur “Percakapan yang Disimpan”ya . Fitur itu memungkinkan pengguna menyimpan potongan percakapan tertentu beserta sumber pencarian dari GPT, tanpa harus menggulir panjang ke atas. Sangat berguna bagi pelajar dan peneliti agar referensi tidak hilang di percakapan panjang.","aplikasinya overall bagus tapi saya ada saran. harap tambahkan fitur “percakapan yang disimpan”ya . fitur itu memungkinkan pengguna menyimpan potongan percakapan tertentu beserta sumber pencarian dari gpt, tanpa harus menggulir panjang ke atas. sangat berguna bagi pelajar dan peneliti agar referensi tidak hilang di percakapan panjang.",2025-10-07 09:45:12,103
Lalu Banu Sirwan,5,mantab,mantab,2025-10-07 09:44:40,0
Kevin 777,1,kecewa,kecewa,2025-10-07 09:44:24,0
THORIQ,5,mantap banget,mantap banget,2025-10-07 09:39:06,0
Ni Wayan Sukranis,5,sangat membantu usaha rumahan,sangat membantu usaha rumahan,2025-10-07 09:33:35,0
Dika Erlangga,5,gg banget,gg banget,2025-10-07 09:24:53,0
Yoga Aninditya putra,5,Bagus tapi agak lemot,bagus tapi agak lemot,2025-10-07 09:20:01,0
AC. SFDN ASSGF,1,"lama banget buat bikin gambar mentang"" gratisan","lama banget buat bikin gambar mentang"" gratisan",2025-10-07 09:19:53,0
patri yana,5,keren tapi bikin kesel juga sih tapi gpt sangat keren dan bagus juga bisa membantu tugas sekolah dan hal lain walaupun tidak terlalu sempurna tapi the best 😍,keren tapi bikin kesel juga sih tapi gpt sangat keren dan bagus juga bisa membantu tugas sekolah dan hal lain walaupun tidak terlalu sempurna tapi the best 😍,2025-10-07 09:14:38,0
Untung Saptoadji,5,best,best,2025-10-07 09:12:48,0
Kamu Nanyak,5,mantap berguna,mantap berguna,2025-10-07 09:11:06,0
Sulthaany,5,✨🌟,✨🌟,2025-10-07 09:10:58,0
K20 Always,5,"sangat bermanfaat, wort it untuk referensi","sangat bermanfaat, wort it untuk referensi",2025-10-07 09:09:40,0
RISKI Muh,5,bagus,bagus,2025-10-07 09:06:03,0
Destia Putri,5,sangat bagus,sangat bagus,2025-10-07 09:05:00,0
Abidzar 001,5,bagus bangettt 👍🏼👍🏼👍🏼,bagus bangettt 👍🏼👍🏼👍🏼,2025-10-07 09:02:51,0
Nur Roso,5,Mantap Keren bintang 5,mantap keren bintang 5,2025-10-07 09:02:33,0
Riko Laka,5,Bagus,bagus,2025-10-07 09:02:20,0
Salom Kristian wahyudi,1,wah ini Apk sangat gak berguna banyak yapping Banyak nyocot dll Gw lagi tebak bendera gambar bendera nya Russia tapi jawabannya Estonia apalah,wah ini apk sangat gak berguna banyak yapping banyak nyocot dll gw lagi tebak bendera gambar bendera nya russia tapi jawabannya estonia apalah,2025-10-07 08:59:43,1
Eka Ratnasari,5,ok,ok,2025-10-07 08:56:30,0
Keandra,1,pas ngirim gambar sering error,pas ngirim gambar sering error,2025-10-07 08:55:19,1
Kania Wulandari,5,baik dan sangat membantu,baik dan sangat membantu,2025-10-07 08:51:39,0
Nafis Fatih,5,aplikasi ini sanagat bisa dibutuh kan jika sedang penting dan bisa menunjukan kita cara hidup sehat dan cermat saya sangat berterimakasih terhadap yang mem buat aplikasi ini terimakasih CHAT GPT,aplikasi ini sanagat bisa dibutuh kan jika sedang penting dan bisa menunjukan kita cara hidup sehat dan cermat saya sangat berterimakasih terhadap yang mem buat aplikasi ini terimakasih chat gpt,2025-10-07 08:47:57,0
Ranissa Aulia Rahmah,5,ChatGPT sangat seru ! dia bs buat cerita yg kita mau bs bantu tugas bs curhat ke dia ( pokonya seru banget ) apa pun yg kita mau di bantu sama ChatGPT ini ! Ayo download sekarang ! sebelum hilang aplikasi nya ! 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,chatgpt sangat seru ! dia bs buat cerita yg kita mau bs bantu tugas bs curhat ke dia ( pokonya seru banget ) apa pun yg kita mau di bantu sama chatgpt ini ! ayo download sekarang ! sebelum hilang aplikasi nya ! 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,2025-10-07 08:47:38,0
Rina Hafiza,5,mantafffff,mantafffff,2025-10-07 08:43:27,0
Vino Al,5,dongo nih aplikasi maksud nya bukan chat gpt nya tapi sistem yang sangat sangat tolol tu membuat ku menjadi kon- makanya mikir kidz,dongo nih aplikasi maksud nya bukan chat gpt nya tapi sistem yang sangat sangat tolol tu membuat ku menjadi kon- makanya mikir kidz,2025-10-07 08:41:05,0
o'brien yusuf,5,keren,keren,2025-10-07 08:36:42,0
Dorkas Podu Loya,5,sangat membantu sekali,sangat membantu sekali,2025-10-07 08:22:16,0
subi yanto,5,sesuai harapan user,sesuai harapan user,2025-10-07 08:10:52,0
M Suhandi,1,tidak tepat waktu,tidak tepat waktu,2025-10-07 08:09:08,0
Adifa 123,5,aku sangat suka chatgpt,aku sangat suka chatgpt,2025-10-07 08:03:13,0
Syifa hadju,5,"sumpah ini aplikasi terkeren yg pernah aku pake udah membantu, asik banget dan lainnya aku suka banget cuyy🌟🌟🌟🌟🌟💫","sumpah ini aplikasi terkeren yg pernah aku pake udah membantu, asik banget dan lainnya aku suka banget cuyy🌟🌟🌟🌟🌟💫",2025-10-07 08:01:06,0
Yudi Hartanto,5,sangat membantu terimakasih,sangat membantu terimakasih,2025-10-07 08:01:02,0
Habib Hasan,5,bagus,bagus,2025-10-07 07:58:30,0
HERMANTO HUBBAN LUBIS,5,good,good,2025-10-07 07:50:14,0
Abi Bageur,5,sayangat membantu,sayangat membantu,2025-10-07 07:46:49,0
Hardy,3,"beri keleluasaan buat pengguna free, masa upload gambar sekali tanya jawab dibatasi, ingat Chat AI bukan cuma Chat GPT makin bermuculan yang lain, dimana AI lain juga akan mengarah bahkan berusaha lebih dari anda kalo terlalu memberikan penekan untuk menggunakan berbayar agar tanya jawab bisa dilakukan samapi tuntas anda perlahan akan ditinggalkan dan pengguna akan beralih ke yang free dari AI lain","beri keleluasaan buat pengguna free, masa upload gambar sekali tanya jawab dibatasi, ingat chat ai bukan cuma chat gpt makin bermuculan yang lain, dimana ai lain juga akan mengarah bahkan berusaha lebih dari anda kalo terlalu memberikan penekan untuk menggunakan berbayar agar tanya jawab bisa dilakukan samapi tuntas anda perlahan akan ditinggalkan dan pengguna akan beralih ke yang free dari ai lain",2025-10-07 07:43:15,1
Abdillah Muhammad,5,sangat bagus dan bermanfaat,sangat bagus dan bermanfaat,2025-10-07 07:42:28,0
SUPRIYATNO YATNO,5,👍👍👍👍👍mantap aplikasinya kaya punya temen curhat dikalah sepi,👍👍👍👍👍mantap aplikasinya kaya punya temen curhat dikalah sepi,2025-10-07 07:42:24,0
Umar Rosidin,1,apk nya gk bisa free lagi mana mahal lagi harga nya 1.2 juta,apk nya gk bisa free lagi mana mahal lagi harga nya 1.2 juta,2025-10-07 07:41:53,0
Mpa Faujiah,4,terimakasih sudah membantu,terimakasih sudah membantu,2025-10-07 07:41:27,0
Karya Mandiri Agro,5,Apknya Bagus,apknya bagus,2025-10-07 07:38:49,0
Nadia Ratu,1,"Aplikasi AI anj, masa pertanyaan nya beda jawaban nya juga beda GLOBOK mending aku belajar di buku aja 🤣😹","aplikasi ai anj, masa pertanyaan nya beda jawaban nya juga beda globok mending aku belajar di buku aja 🤣😹",2025-10-07 07:36:55,1
MuArif Keren,1,jelek penggunaan foto video dll nya di batasi,jelek penggunaan foto video dll nya di batasi,2025-10-07 07:35:54,0
HILMA YUDI,5,bagus,bagus,2025-10-07 07:33:19,0
Irma Yunida,5,very good,very good,2025-10-07 07:30:41,0
vian ekawani,5,aplikasi ini sangat membantu bagi sy yg terbatas waktu untuk baca buku. terima kasih banyak yaa 🥰🙏,aplikasi ini sangat membantu bagi sy yg terbatas waktu untuk baca buku. terima kasih banyak yaa 🥰🙏,2025-10-07 07:25:44,0
Michael Tinambunan,5,mudah digunakan,mudah digunakan,2025-10-07 07:20:18,0
Christopelumbupaji Jagapraing,5,sangat membantu,sangat membantu,2025-10-07 07:19:58,0
Ketut Hartawan,5,Cukup bermanfaat dan membantu,cukup bermanfaat dan membantu,2025-10-07 07:13:14,0
carla lenova,4,"bagus buat curhat, dah gitu aja😭🙌🏻","bagus buat curhat, dah gitu aja😭🙌🏻",2025-10-07 07:07:31,0
Mukils Palembang,5,jos jis,jos jis,2025-10-07 07:07:23,0
M. Zahrial Ibad,1,gak asik.,gak asik.,2025-10-07 06:59:39,0
Muhammad rezky akbar arrahman,1,ah,ah,2025-10-07 06:58:09,0
Nurasyiyah Hermansyah,1,oon,oon,2025-10-07 06:55:52,1
Rianto Derman Ganda,4,bintanh 4 dulu,bintanh 4 dulu,2025-10-07 06:54:55,0
Dede Wahyudin Wahyudin,5,mantaf AA kiww,mantaf aa kiww,2025-10-07 06:52:57,0
Xima Jakarta,1,sangat buruk,sangat buruk,2025-10-07 06:49:57,0
Atika Nur faiza,5,bagus Pi,bagus pi,2025-10-07 06:43:07,0
Aldo Reinaldho,5,God and simple,god and simple,2025-10-07 06:35:57,0
Agung Hida,5,Keren banget,keren banget,2025-10-07 06:30:35,0
Kreator pemula,5,Amattt membantu masyaallah,amattt membantu masyaallah,2025-10-07 06:27:38,0
Papa syahdil,2,"AI nya kadang kadang ngejelasinnya aneh, gak paham selain itu juga Kalau di tanyain soal, soalnya apa, jawabnya apa pokoknya aneh deh","ai nya kadang kadang ngejelasinnya aneh, gak paham selain itu juga kalau di tanyain soal, soalnya apa, jawabnya apa pokoknya aneh deh",2025-10-07 06:25:46,0
NB. Umkabu,5,AI Aplication,ai aplication,2025-10-07 06:23:47,0
Rizki ii,5,aplikasi nya sangat membantu 👍👍,aplikasi nya sangat membantu 👍👍,2025-10-07 06:22:03,0
25-052 Janera Maharani,2,"JANGAN DILIMIT PLS, AK GADA DUIT","jangan dilimit pls, ak gada duit",2025-10-07 06:09:50,1
Asril Nasution,4,bagus aja,bagus aja,2025-10-07 06:08:36,0
Ani Jaya,5,bagus,bagus,2025-10-07 06:08:31,0
Danish Alfarizky,5,bagus,bagus,2025-10-07 06:05:46,0
Hilmi Putra,5,bagus dan cepat respon,bagus dan cepat respon,2025-10-07 05:51:00,0
Suryadi Duyeh,5,baik bagus bisa komunikasi dengan apa yang kita komunikasikan bisa di ajak hiburan poko nya mantap la GPT,baik bagus bisa komunikasi dengan apa yang kita komunikasikan bisa di ajak hiburan poko nya mantap la gpt,2025-10-07 05:49:02,0
NANANG ARIBOWO,5,good,good,2025-10-07 05:45:21,0
Christian Rioanldo,5,bagus,bagus,2025-10-07 05:38:40,0
Rehan Rehan15,5,ai terbagus sih menurut gw kalau kalian mau hasil yg pas kalian harus pake gambar dan foto soalnya kalo cuma nyalin soal terus kirim ke ainya bakal kek keliru gtu jadi Pkok nya bagus sih 🤩❤️,ai terbagus sih menurut gw kalau kalian mau hasil yg pas kalian harus pake gambar dan foto soalnya kalo cuma nyalin soal terus kirim ke ainya bakal kek keliru gtu jadi pkok nya bagus sih 🤩❤️,2025-10-07 05:36:33,0
Stevie Budiman,5,baguss,baguss,2025-10-07 05:25:32,0
Davina Marsya Putri,5,👍,👍,2025-10-07 05:24:59,0
TNT TNT,5,sangat profesional,sangat profesional,2025-10-07 05:24:50,0
Abcdeff_19 abcdeff_19,5,sangat bagus,sangat bagus,2025-10-07 05:24:05,0
Phuphut Emphut,5,BAGUSS BGDD APPS NYA,baguss bgdd apps nya,2025-10-07 05:21:51,0
Sandi Uye,5,bgus,bgus,2025-10-07 05:21:27,0
Viola Margaretha,2,plis Chatgpt balik lagi ke versi 4o😭😭😭 Kangen sy sama ide cerita mu yang penuh warna dan bervariasi,plis chatgpt balik lagi ke versi 4o😭😭😭 kangen sy sama ide cerita mu yang penuh warna dan bervariasi,2025-10-07 05:18:02,0
Jenifer Sare,5,sangat membantu,sangat membantu,2025-10-07 05:14:37,0
Werku Dara,5,bagus sangat membantu,bagus sangat membantu,2025-10-07 05:13:17,0
Rio Rio andra viandra,5,kerennn banget,kerennn banget,2025-10-07 05:09:56,0
Dae nuri,1,aplikasi kaya monyet gajelas chatgpt gajelas katanya ai gua tanya tanya 1+1 malah 8 gajelas kalian jangan download aplikasi ini ya gua juga kecewa,aplikasi kaya monyet gajelas chatgpt gajelas katanya ai gua tanya tanya 1+1 malah 8 gajelas kalian jangan download aplikasi ini ya gua juga kecewa,2025-10-07 04:58:45,1
Hironimus Pello,5,sangat membantu sy,sangat membantu sy,2025-10-07 04:58:35,0
Aisyah Isa,5,sangat-sangat bagus,sangat-sangat bagus,2025-10-07 04:57:03,0
Yupita Hariani,5,sangat membantu,sangat membantu,2025-10-07 04:53:10,0
Ayung Harun,5,Mantaap ijuk,mantaap ijuk,2025-10-07 04:52:55,0
Efi Ani,5,sangat bagus,sangat bagus,2025-10-07 04:52:42,0
Evelyn Hosea,4,bagus ²,bagus ²,2025-10-07 04:50:34,0
Trinity Seven,5,sangat seru,sangat seru,2025-10-07 04:45:50,0
Achmad sifa un Najib,5,sangat membantu,sangat membantu,2025-10-07 04:40:41,0
laila tandrawali,5,lebih simpel d pahami,lebih simpel d pahami,2025-10-07 04:38:13,0
sanzz sanzz,5,apk nya sangat berguna,apk nya sangat berguna,2025-10-07 04:34:52,0
Izzan Irb,5,sangat bagus,sangat bagus,2025-10-07 04:29:21,0
Khumayroh Kuma,5,good,good,2025-10-07 04:26:53,0
KISWO,5,"nambah kreativitas n sangat membantu sekali, terimakasih 👍🏻","nambah kreativitas n sangat membantu sekali, terimakasih 👍🏻",2025-10-07 04:21:07,0
Sien Nie,1,nggak berguna bgt...sama sekali nggak membantu,nggak berguna bgt...sama sekali nggak membantu,2025-10-07 04:15:33,0
Brigitta Melati,4,bagus,bagus,2025-10-07 04:14:15,0
Dede Yusup,5,sangat membantu,sangat membantu,2025-10-07 04:05:16,0
Hendra Wahyu,5,mantap,mantap,2025-10-07 03:57:19,0
Anugrah Arungpadang,5,bagus bgt,bagus bgt,2025-10-07 03:47:27,0
Fauzan Fadilah,1,harus upgrade mulu,harus upgrade mulu,2025-10-07 03:46:14,0
Bukhori Ibrahim,5,oke,oke,2025-10-07 03:43:06,0
6C_Eifel_8,5,apk nya udah bagus tapi gak bisa ngirim gambar lagi gak kayak dulu harus bayar apalagi semua chat gua di setel ulang 11 jam,apk nya udah bagus tapi gak bisa ngirim gambar lagi gak kayak dulu harus bayar apalagi semua chat gua di setel ulang 11 jam,2025-10-07 03:42:28,6
M rusdi Rusdi,5,keren,keren,2025-10-07 03:37:56,0
Hafiz Hafis,5,"jujur aplikasi ini sangat membantu dan memberikan jawaban yang akurat oh iya buat yang bioang kalo jawabannya seribg salah, aku koreksi ya yang salah bukan Ai nya tapi pertanyaannya mu aja yang kurang jelas","jujur aplikasi ini sangat membantu dan memberikan jawaban yang akurat oh iya buat yang bioang kalo jawabannya seribg salah, aku koreksi ya yang salah bukan ai nya tapi pertanyaannya mu aja yang kurang jelas",2025-10-07 03:37:46,0
Sigau Melan,5,membantu,membantu,2025-10-07 03:37:37,0
Olinda,5,"sangat membantu bangat,makasih yaaa chatGPT","sangat membantu bangat,makasih yaaa chatgpt",2025-10-07 03:37:27,0
Bagas Pratama,5,berguna banget,berguna banget,2025-10-07 03:33:27,0
siti fatimah,5,bagus sekali,bagus sekali,2025-10-07 03:32:00,0
Rahmad Hidayat,5,nice,nice,2025-10-07 03:28:13,0
Kevin Setiawan,5,bagus tapi terlalu lama,bagus tapi terlalu lama,2025-10-07 03:26:35,0
hendray hendray,5,Bagus & Membantu,bagus & membantu,2025-10-07 03:22:12,0
sri fatonah,5,membantu dalam pelajaran,membantu dalam pelajaran,2025-10-07 03:19:59,0
Azis Infinix,5,bagus ni ai bagi duit sini,bagus ni ai bagi duit sini,2025-10-07 03:19:04,0
Mas Harvlog,1,sekarang malah buruk,sekarang malah buruk,2025-10-07 03:18:28,0
Putu Abdi Pratama,1,apa ini chat gpt mahal kali harga 75 ribu per bulan kenapa Sangat mahal kali jadi aku nggak buka fotonya mohon di kurangin harganya jadi 9 ribu perbulan atau aku laporin ke playstore,apa ini chat gpt mahal kali harga 75 ribu per bulan kenapa sangat mahal kali jadi aku nggak buka fotonya mohon di kurangin harganya jadi 9 ribu perbulan atau aku laporin ke playstore,2025-10-07 03:14:29,0
Liana Aris,5,keren,keren,2025-10-07 03:04:58,0
Eddy Suhaidi,5,mantapnya,mantapnya,2025-10-07 03:02:11,0
Naufal zhorif Taufiqurrahman,5,mantap,mantap,2025-10-07 02:57:59,0
Yudhi Putra,5,T.O.P,t.o.p,2025-10-07 02:52:58,0
Mikhaela Alexandria,5,seru bisa di ajak ngomong,seru bisa di ajak ngomong,2025-10-07 02:49:48,0
Nina Tiyen,5,sangat membantu,sangat membantu,2025-10-07 02:47:44,0
Siti Fatimah Azzahra,4,bagus,bagus,2025-10-07 02:46:08,0
Bella zahra,1,"Kangen ChatGPT-4o, lebih ekspresif gak kaku kayak ChatGPT-5. Tolong balikin ChatGPT-4o lagi. Makin di update makin kecewa. Tolong jangan kecewakan pengguna aplikasi ini dengan update yang semakin menurun bukan meningkat.","kangen chatgpt-4o, lebih ekspresif gak kaku kayak chatgpt-5. tolong balikin chatgpt-4o lagi. makin di update makin kecewa. tolong jangan kecewakan pengguna aplikasi ini dengan update yang semakin menurun bukan meningkat.",2025-10-07 02:46:06,193
Nurmah Nurmah87,5,ChatGPT Mantap.,chatgpt mantap.,2025-10-07 02:41:16,0
hendra pratama,5,keren,keren,2025-10-07 02:40:20,0
Harjum Riadi,5,sangat membantu,sangat membantu,2025-10-07 02:37:23,0
Andung Setiawan,5,sangatembantu,sangatembantu,2025-10-07 02:21:20,0
Raffy Haiqal,1,"chatgpt jelek, lebih suka yang 4o dari pada gpt 5, terlalu kaku dan robotik","chatgpt jelek, lebih suka yang 4o dari pada gpt 5, terlalu kaku dan robotik",2025-10-07 02:19:59,4
Tubagus Ibrahim,5,anjay,anjay,2025-10-07 02:19:39,0
jirand rumapea,5,sangat bagus,sangat bagus,2025-10-07 02:17:57,0
Abi Yansah,1,apk ai GK nyambung kalau ditanya malah jawab yang lain,apk ai gk nyambung kalau ditanya malah jawab yang lain,2025-10-07 02:16:31,0
Dadang Suhendar,5,mantap,mantap,2025-10-07 02:15:01,0
Bisri Bmf,5,mantan,mantan,2025-10-07 02:05:14,0
Skyzo Skyzo,4,"Akan lebih keren lagi kalau ChatGPT bisa nyimpen percakapan secara permanen kayak di WhatsApp atau Meta AI, tapi tetap dengan kemampuan konteksnya yang pintar. Jadi pengguna gak perlu mulai dari nol setiap kali chat di-reset. Rasanya bakal lebih natural dan nyaman, kayak ngobrol sama temen yang selalu inget topik sebelumnya......... Ini chat gptnya langsung yang kasi gw kalimat buat komplain, abis diskusi sama dia Soalnya nyusain anjir kalo chatnya ke reset, jadi tolong lah ya devloper!!!🤧😮‍💨","akan lebih keren lagi kalau chatgpt bisa nyimpen percakapan secara permanen kayak di whatsapp atau meta ai, tapi tetap dengan kemampuan konteksnya yang pintar. jadi pengguna gak perlu mulai dari nol setiap kali chat di-reset. rasanya bakal lebih natural dan nyaman, kayak ngobrol sama temen yang selalu inget topik sebelumnya......... ini chat gptnya langsung yang kasi gw kalimat buat komplain, abis diskusi sama dia soalnya nyusain anjir kalo chatnya ke reset, jadi tolong lah ya devloper!!!🤧😮‍💨",2025-10-07 02:05:03,5
Rama,5,minta rakun,minta rakun,2025-10-07 02:01:56,0
suliati sulis,5,chat GPT mmg luar biasa.mmprmudh kami dlm bljr,chat gpt mmg luar biasa.mmprmudh kami dlm bljr,2025-10-07 02:00:18,0
Limaa Xyz,5,keren,keren,2025-10-07 01:59:09,0
Moan Bertus,5,menolong,menolong,2025-10-07 01:58:03,0
Huda Huda,5,OK,ok,2025-10-07 01:53:52,0
Geo Vani,5,membantuuu,membantuuu,2025-10-07 01:52:48,0
ferdi tefnai04,5,no komen,no komen,2025-10-07 01:51:18,0
Efendi Asmaramany,5,mantap,mantap,2025-10-07 01:46:34,0
Jerryco Winata,5,cgpt gacor,cgpt gacor,2025-10-07 01:45:49,0
